,allow_pets,built_year,condition,deposit,number_of_rooms,postal_code,rent,total_size,type
0,ei tiedossa,1968,tyydyttävä,410.00,Kaksio,30100,410 €/kk,50 m²,kerrostalo
1,ei sallittu,1974,hyvä,729,Yksiö,15500,486 €/kk,36 m²,kerrostalo
2,ei sallittu,2016,hyvä,1510,Kaksio,40100,755 €/kk,"47,5 m²",kerrostalo
3,ei tiedossa,2007,hyvä,1990.00,3 huonetta,03400,995 €/kk,"75,6 m²",rivitalo
4,ei sallittu,2007,hyvä,noin yhden kuukauden vuokra,Yksiö,40900,"353,84 €/kk","25,5 m²",rivitalo
5,ei sallittu,2004,hyvä,250,3 huonetta,40320,785 €/kk,66 m²,luhtitalo
6,ei sallittu,2017,hyvä,"0,5kk vuokran suuruinen",Kaksio,90420,640 €/kk,"49,5 m²",kerrostalo
7,ei sallittu,2018,ei luokiteltu,1186.00,3 huonetta,02200,1 186 €/kk,"60,5 m²",kerrostalo
8,ei sallittu,2018,ei luokiteltu,861.00,Yksiö,02200,861 €/kk,"39,5 m²",kerrostalo
9,ei sallittu,2018,ei luokiteltu,929.00,Kaksio,02200,929 €/kk,46 m²,kerrostalo
10,ei sallittu,2016,ei luokiteltu,970.00,3 huonetta,70100,970 €/kk,60 m²,kerrostalo
11,ei sallittu,1910,ei luokiteltu,525.00,Yksiö,90100,525 €/kk,30 m²,kerrostalo
12,ei sallittu,2018,ei luokiteltu,1174.00,3 huonetta,02200,1 174 €/kk,"60,5 m²",kerrostalo
13,ei sallittu,2018,ei luokiteltu,929.00,Kaksio,02200,929 €/kk,46 m²,kerrostalo
14,ei sallittu,2018,ei luokiteltu,919.00,Kaksio,02200,919 €/kk,"45,5 m²",kerrostalo
15,ei sallittu,2018,ei luokiteltu,861.00,Yksiö,02200,861 €/kk,"39,5 m²",kerrostalo
16,ei sallittu,2015,ei luokiteltu,795.00,Kaksio,70840,795 €/kk,"53,5 m²",kerrostalo
17,ei sallittu,2018,ei luokiteltu,919.00,Kaksio,02200,919 €/kk,"45,5 m²",kerrostalo
18,ei sallittu,2017,hyvä,"1kk, yrityksiltä 3kk",Yksiö,04410,690 €/kk,"31,5 m²",kerrostalo
19,ei sallittu,2014,hyvä,1kk tai 350 € väh. vuoden sopimus,Kaksio,04320,809 €/kk,"49,5 m²",kerrostalo
20,ei tiedossa,1959,hyvä,520.00,Kaksio,96400,520 €/kk,46 m²,kerrostalo
21,ei tiedossa,1964,hyvä,400.00,Kaksio,76100,400 €/kk,55 m²,kerrostalo
22,ei tiedossa,2015,hyvä,670.00,Kaksio,96300,670 €/kk,42 m²,kerrostalo
23,ei tiedossa,1930,tyydyttävä,1240.00,Kaksio,33230,620 €/kk,"55,8 m²",kerrostalo
24,ei tiedossa,2012,hyvä,1580.00,Kaksio,00390,790 €/kk,"38,5 m²",kerrostalo
25,ei tiedossa,1928,hyvä,1000.00,Yksiö,20250,500 €/kk,"26,5 m²",kerrostalo
26,ei sallittu,1928,hyvä,300.00,Yksiö,26100,"231,35 €/kk",20 m²,kerrostalo
27,ei sallittu,1947,hyvä,450.00,Kaksio,37600,450 €/kk,35 m²,kerrostalo
28,ei sallittu,1947,hyvä,1160.00,Kaksio,28100,580 €/kk,62 m²,kerrostalo
29,ei sallittu,1966,hyvä,1200.00,4 huonetta,28360,600 €/kk,"78,7 m²",kerrostalo
30,ei sallittu,1968,hyvä,kahden kuukauden vuokra,Kaksio,33840,605 €/kk,"53,5 m²",kerrostalo
31,ei sallittu,1968,hyvä,kahden kuukauden vuokra,Kaksio,33840,605 €/kk,"53,5 m²",kerrostalo
32,ei sallittu,1984,tyydyttävä,800,4 huonetta,44100,800 €/kk,100 m²,omakotitalo
33,ei sallittu,2012,hyvä,1 kk,Kaksio,04410,790 €/kk,40 m²,kerrostalo
34,ei sallittu,1886,hyvä,2 kk rahavakuus,Yksiö,00170,560 €/kk,25 m²,kerrostalo
35,ei tiedossa,1986,hyvä,1390.00,Yksiö,00440,695 €/kk,33 m²,kerrostalo
36,ei sallittu,1976,hyvä,700.00,Yksiö,28190,350 €/kk,"31,5 m²",kerrostalo
37,ei sallittu,2007,hyvä,1kk:n vuokran suuruinen,Kaksio,90420,590 €/kk,49 m²,luhtitalo
38,ei tiedossa,1975,hyvä,250,Yksiö,96500,460 €/kk,37 m²,kerrostalo
39,ei sallittu,1988,hyvä,1/kk vuokra,Kaksio,53100,950 €/kk,80 m²,kerrostalo
40,ei sallittu,1954,hyvä,250.00,3 huonetta,45100,619 €/kk,66 m²,kerrostalo
41,ei sallittu,1974,ei luokiteltu,2 kk,4 huonetta,01200,1 300 €/kk,97 m²,kerrostalo
42,ei sallittu,1998,ei luokiteltu,"2 080,00 €",Yksiö,00500,1 040 €/kk,"52,5 m²",kerrostalo
43,ei sallittu,1996,hyvä,250 €,Yksiö,40100,675 €/kk,"36,5 m²",kerrostalo
44,ei sallittu,1972,hyvä,250 €,3 huonetta,02700,1 438 €/kk,71 m²,kerrostalo
45,ei sallittu,1954,hyvä,250 €,Yksiö,00560,989 €/kk,37 m²,kerrostalo
46,ei sallittu,2017,hyvä,2 kk vuokra,Yksiö,33870,520 €/kk,23 m²,kerrostalo
47,ei sallittu,1977,hyvä,0,3 huonetta,02400,"846,88 €/kk","74,5 m²",kerrostalo
48,ei sallittu,1977,hyvä,0,Kaksio,01200,889 €/kk,62 m²,kerrostalo
49,ei sallittu,1961,hyvä,2 kk:n vuokra,Kaksio,00150,900 €/kk,48 m²,kerrostalo
50,ei sallittu,2016,hyvä,1kk/350€,Kaksio,00240,920 €/kk,"44,5 m²",kerrostalo
51,ei sallittu,1999,hyvä,"895,00",Kaksio,20810,895 €/kk,"67,5 m²",kerrostalo
52,ei sallittu,2017,hyvä,2 kk vuokraa vastaava vakuus,Kaksio,01300,850 €/kk,"50,5 m²",kerrostalo
53,ei sallittu,1994,hyvä,1 kk pankkitalletus + 2 kk hlötakaus,3 huonetta,60200,695 €/kk,74 m²,rivitalo
54,ei tiedossa,1984,tyydyttävä,1000.00,Yksiö,48100,500 €/kk,"34,5 m²",kerrostalo
55,ei tiedossa,1993,tyydyttävä,1040.00,Yksiö,20700,520 €/kk,25 m²,kerrostalo
56,ei tiedossa,1981,hyvä,650.00,Kaksio,30100,650 €/kk,64 m²,rivitalo
57,ei tiedossa,1981,hyvä,960.00,Yksiö,06100,480 €/kk,33 m²,kerrostalo
58,ei tiedossa,1982,tyydyttävä,1160.00,Yksiö,01150,580 €/kk,"34,5 m²",kerrostalo
59,ei tiedossa,1934,hyvä,1360.00,Yksiö,00100,680 €/kk,"26,5 m²",kerrostalo
60,ei tiedossa,1982,hyvä,1300.00,Yksiö,00780,650 €/kk,"30,5 m²",kerrostalo
61,ei tiedossa,2003,hyvä,1380.00,Yksiö,00990,690 €/kk,29 m²,kerrostalo
62,ei sallittu,2004,hyvä,1190.00,Kaksio,28100,595 €/kk,48 m²,kerrostalo
63,ei sallittu,1982,hyvä,1340.00,Kaksio,15870,670 €/kk,57 m²,rivitalo
64,ei sallittu,1942,hyvä,1-3 kuukauden vakuus,Yksiö,32700,390 €/kk,41 m²,kerrostalo
65,ei sallittu,1962,hyvä,1380,Kaksio,40100,690 €/kk,40 m²,kerrostalo
66,ei sallittu,2001,hyvä,950.13,3 huonetta,33720,"950,13 €/kk","77,5 m²",luhtitalo
67,ei sallittu,2003,hyvä,noin yhden kuukauden vuokra,3 huonetta,33710,"795,91 €/kk","69,5 m²",kerrostalo
68,ei sallittu,1970,hyvä,950,Yksiö,40250,475 €/kk,"27,5 m²",kerrostalo
69,ei sallittu,1974,hyvä,1580 €,Yksiö,00530,790 €/kk,33 m²,kerrostalo
70,ei sallittu,1974,hyvä,550 €,3 huonetta,38700,550 €/kk,83 m²,paritalo
71,ei sallittu,1977,tyydyttävä,"1 400,00 e",3 huonetta,33720,700 €/kk,"70,5 m²",kerrostalo
72,ei sallittu,1941,tyydyttävä,"900,00 e",Yksiö,33800,450 €/kk,32 m²,kerrostalo
73,ei sallittu,2017,hyvä,250 €,Kaksio,00220,1 339 €/kk,"59,5 m²",kerrostalo
74,ei sallittu,1975,hyvä,250 €,Kaksio,33720,699 €/kk,62 m²,kerrostalo
75,ei sallittu,1971,hyvä,250 €,Kaksio,45700,540 €/kk,62 m²,kerrostalo
76,ei sallittu,2013,hyvä,250 €,Kaksio,00580,1 262 €/kk,51 m²,kerrostalo
77,ei sallittu,1998,hyvä,250 €,Kaksio,00500,1 029 €/kk,50 m²,kerrostalo
78,ei sallittu,1962,tyydyttävä,1 kk vuokra,Yksiö,62200,270 €/kk,23 m²,kerrostalo
79,ei sallittu,1968,hyvä,1 kk vuokra,Kaksio,96200,600 €/kk,44 m²,kerrostalo
80,ei sallittu,1997,hyvä,1 kk vuokra,Yksiö,02660,915 €/kk,49 m²,kerrostalo
81,ei sallittu,2011,hyvä,1 kk vuokra,4 huonetta,00790,1 650 €/kk,"96,5 m²",kerrostalo
82,ei sallittu,1957,hyvä,650 €,Kaksio,13130,650 €/kk,"59,5 m²",kerrostalo
83,ei sallittu,2011,hyvä,1kk,Kaksio,00900,855 €/kk,45 m²,kerrostalo
84,ei sallittu,2014,hyvä,1kk/350€,4 huonetta,02100,2 410 €/kk,"166,5 m²",kerrostalo
85,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,884 €/kk,52 m²,kerrostalo
86,ei sallittu,2001,hyvä,2kk,4 huonetta,05810,1 170 €/kk,90 m²,rivitalo
87,ei sallittu,2016,hyvä,1 kk tai 350 € väh. vuoden sopimus,Yksiö,04410,670 €/kk,35 m²,kerrostalo
88,ei sallittu,2017,hyvä,1kk (495 Eur),Yksiö,33870,495 €/kk,23 m²,kerrostalo
89,ei tiedossa,1958,hyvä,1kk (495 Eur),Kaksio,94100,520 €/kk,58 m²,kerrostalo
90,ei sallittu,1980,hyvä,715,Kaksio,37500,715 €/kk,60 m²,rivitalo
91,ei tiedossa,2014,hyvä,1340.00,Kaksio,04410,670 €/kk,52 m²,rivitalo
92,ei tiedossa,2015,hyvä,1520.00,Kaksio,01150,760 €/kk,"48,1 m²",kerrostalo
93,ei tiedossa,1939,hyvä,980.00,Yksiö,33230,490 €/kk,"20,5 m²",kerrostalo
94,ei tiedossa,2015,hyvä,1060.00,Yksiö,20300,530 €/kk,28 m²,kerrostalo
95,ei sallittu,2015,hyvä,1386.00,Kaksio,20300,693 €/kk,40 m²,kerrostalo
96,ei sallittu,1968,ei luokiteltu,1260.00,3 huonetta,15240,630 €/kk,69 m²,kerrostalo
97,ei sallittu,1977,hyvä,1900.00,5 +,60101,950 €/kk,195 m²,paritalo
98,ei sallittu,1979,hyvä,1480,Yksiö,00440,740 €/kk,34 m²,kerrostalo
99,ei sallittu,1976,hyvä,1480,Kaksio,00520,948 €/kk,"45,5 m²",kerrostalo
100,ei sallittu,1970,hyvä,1480,Yksiö,01200,"540,81 €/kk",39 m²,kerrostalo
101,ei sallittu,1985,hyvä,1480,3 huonetta,01300,1 030 €/kk,"68,5 m²",kerrostalo
102,ei sallittu,1959,hyvä,1480,Yksiö,00350,830 €/kk,25 m²,kerrostalo
103,ei sallittu,1959,hyvä,2 kk:n vuokra,Kaksio,02760,830 €/kk,48 m²,kerrostalo
104,ei sallittu,1991,hyvä,"871,14",3 huonetta,16900,"871,14 €/kk",80 m²,rivitalo
105,ei sallittu,1989,hyvä,250 euroa,Kaksio,90240,660 €/kk,63 m²,luhtitalo
106,ei sallittu,1999,hyvä,250.00,Kaksio,45120,652 €/kk,53 m²,rivitalo
