,allow_pets,built_year,condition,deposit,number_of_rooms,postal_code,rent,total_size,type
1264,ei sallittu,1979,hyvä,385,Yksiö,07970,385 €/kk,"35,5 m²",rivitalo
1265,ei sallittu,2017,hyvä,1180,Yksiö,33900,590 €/kk,26 m²,kerrostalo
1266,ei sallittu,1988,hyvä,250 euroa,Kaksio,91300,320 €/kk,40 m²,rivitalo
1267,ei tiedossa,2016,hyvä,250,3 huonetta,01150,1 051 €/kk,"73,5 m²",kerrostalo
1268,ei sallittu,2001,hyvä,250,Kaksio,40270,737 €/kk,54 m²,rivitalo
1269,ei sallittu,1974,ei luokiteltu,2 kk:n vuokraa vastaava summa,3 huonetta,13500,"767,60 €/kk","76,5 m²",kerrostalo
1270,ei sallittu,1977,tyydyttävä,"530,00 e",Kaksio,40340,530 €/kk,"52,5 m²",kerrostalo
1271,ei sallittu,2011,hyvä,"1 680,00 e",3 huonetta,33900,840 €/kk,"64,5 m²",kerrostalo
1272,ei sallittu,1973,hyvä,"830,00 e",3 huonetta,70340,830 €/kk,72 m²,kerrostalo
1273,ei sallittu,2015,hyvä,250 €,3 huonetta,00950,1 170 €/kk,"64,5 m²",kerrostalo
1274,ei sallittu,1975,hyvä,250 €,3 huonetta,00930,1 283 €/kk,76 m²,kerrostalo
1275,ei sallittu,1989,hyvä,250 €,3 huonetta,00940,1 005 €/kk,74 m²,kerrostalo
1276,ei sallittu,1972,hyvä,250 €,Kaksio,15500,648 €/kk,"50,5 m²",kerrostalo
1277,ei sallittu,2000,hyvä,250 €,3 huonetta,00950,1 109 €/kk,65 m²,kerrostalo
1278,ei sallittu,1963,hyvä,2 kk 1070 €,Yksiö,33100,535 €/kk,33 m²,kerrostalo
1279,ei sallittu,2016,hyvä,1 kk,3 huonetta,05800,950 €/kk,69 m²,kerrostalo
1280,ei sallittu,2001,hyvä,0,3 huonetta,90650,825 €/kk,74 m²,kerrostalo
1281,ei sallittu,1973,hyvä,"1100,00",Kaksio,15170,550 €/kk,47 m²,kerrostalo
1282,ei sallittu,1997,ei luokiteltu,"1250,00",5 +,15240,1 250 €/kk,119 m²,rivitalo
1283,ei tiedossa,2007,hyvä,500,Kaksio,00180,1 285 €/kk,59 m²,kerrostalo
1284,ei tiedossa,1990,hyvä,1100 ,Kaksio,30100,550 €/kk,56 m²,kerrostalo
1285,ei sallittu,1972,hyvä,450,Yksiö,10300,275 €/kk,25 m²,kerrostalo
1286,ei tiedossa,1951,hyvä,690.00,3 huonetta,90500,690 €/kk,64 m²,kerrostalo
1287,ei tiedossa,1958,hyvä,1440.00,Yksiö,00200,720 €/kk,30 m²,kerrostalo
1288,ei tiedossa,1928,hyvä,1790.00,Yksiö,00100,895 €/kk,40 m²,kerrostalo
1289,ei sallittu,2001,hyvä,590.00,Kaksio,37600,590 €/kk,"56,5 m²",rivitalo
1290,ei sallittu,2001,hyvä,485 €,Kaksio,85500,485 €/kk,"55,5 m²",kerrostalo
1291,ei sallittu,2001,hyvä,1kk+hlö tai 2kk,Yksiö,28120,360 €/kk,25 m²,puutalo-osake
1292,ei sallittu,2010,hyvä,noin yhden kuukauden vuokra,3 huonetta,21200,"968,38 €/kk",81 m²,kerrostalo
1293,ei sallittu,1999,hyvä,670 €,Kaksio,67100,"669,97 €/kk",60 m²,kerrostalo
1294,ei sallittu,1963,hyvä,774 €,4 huonetta,67200,"774,29 €/kk",86 m²,kerrostalo
1295,ei sallittu,2004,hyvä,743 €,3 huonetta,67200,"742,50 €/kk","67,5 m²",luhtitalo
1296,ei sallittu,2002,hyvä,0,3 huonetta,90650,878 €/kk,75 m²,kerrostalo
1297,ei sallittu,2001,hyvä,"250,00",3 huonetta,04200,1 066 €/kk,"67,5 m²",kerrostalo
1298,ei sallittu,2014,hyvä,"1 kk, yrityksiltä 3 kk",4 huonetta,04300,1 325 €/kk,95 m²,rivitalo
1299,ei sallittu,2014,hyvä,1kk vuokra,Kaksio,96300,590 €/kk,"48,8 m²",kerrostalo
1300,ei sallittu,2012,hyvä,"680,00",Kaksio,33900,"597,30 €/kk",41 m²,kerrostalo
1301,ei tiedossa,2007,hyvä,500,Kaksio,00180,1 190 €/kk,53 m²,kerrostalo
1302,ei sallittu,1939,hyvä,2kk vuokra tai pankkitakaus,Yksiö,17200,480 €/kk,41 m²,omakotitalo
1303,ei sallittu,1972,hyvä,600.00,Kaksio,91900,600 €/kk,61 m²,rivitalo
1304,ei sallittu,1972,ei luokiteltu,990.00,Kaksio,28610,495 €/kk,59 m²,kerrostalo
1305,ei sallittu,1926,hyvä,0.00,Yksiö,00510,1 200 €/kk,"43,2 m²",kerrostalo
1306,ei sallittu,1972,hyvä,700.00,3 huonetta,37600,700 €/kk,84 m²,kerrostalo
1307,ei sallittu,1954,ei luokiteltu,490.00,Kaksio,37600,490 €/kk,48 m²,kerrostalo
1308,ei sallittu,2013,hyvä,1860 €,Kaksio,04200,930 €/kk,"53,5 m²",kerrostalo
1309,ei sallittu,2013,hyvä,1180,Kaksio,24100,590 €/kk,52 m²,kerrostalo
1310,ei tiedossa,1963,ei luokiteltu,1290.00e,Kaksio,20500,645 €/kk,54 m²,kerrostalo
1311,ei tiedossa,2017,hyvä,250,Kaksio,01620,"916,70 €/kk",51 m²,kerrostalo
1312,ei tiedossa,2017,hyvä,250,Kaksio,01620,979 €/kk,"55,5 m²",kerrostalo
1313,ei tiedossa,2017,hyvä,250,Kaksio,01620,"907,80 €/kk",51 m²,kerrostalo
1314,ei tiedossa,2017,hyvä,250,Kaksio,01620,890 €/kk,50 m²,kerrostalo
1315,ei tiedossa,2017,hyvä,250,Kaksio,01620,"898,90 €/kk",51 m²,kerrostalo
1316,ei tiedossa,2017,hyvä,250,Yksiö,01620,"658,60 €/kk",31 m²,kerrostalo
1317,ei tiedossa,2017,hyvä,250,Kaksio,01620,"907,80 €/kk",50 m²,kerrostalo
1318,ei tiedossa,2017,hyvä,250,Kaksio,01620,"898,90 €/kk",50 m²,kerrostalo
1319,ei tiedossa,2017,hyvä,250,Yksiö,01620,"640,80 €/kk",31 m²,kerrostalo
1320,ei tiedossa,2017,hyvä,250,Kaksio,01620,"970,10 €/kk","55,5 m²",kerrostalo
1321,ei tiedossa,2017,hyvä,250,3 huonetta,01620,"1005,70 €/kk","61,5 m²",kerrostalo
1322,ei tiedossa,2017,hyvä,250,Kaksio,01620,"987,90 €/kk","55,5 m²",kerrostalo
1323,ei tiedossa,2017,hyvä,250,3 huonetta,01620,"996,80 €/kk","61,5 m²",kerrostalo
1324,ei tiedossa,2017,hyvä,250,Yksiö,01620,"649,70 €/kk",31 m²,kerrostalo
1325,ei tiedossa,2017,hyvä,250,Yksiö,01620,"649,70 €/kk",31 m²,kerrostalo
1326,ei tiedossa,2017,hyvä,250,Yksiö,01620,"640,80 €/kk",31 m²,kerrostalo
1327,ei tiedossa,2017,hyvä,250,Yksiö,01620,"631,90 €/kk",31 m²,kerrostalo
1328,ei tiedossa,2017,hyvä,250,Kaksio,01620,"872,20 €/kk",50 m²,kerrostalo
1329,ei tiedossa,2017,hyvä,250,Kaksio,01620,"961,20 €/kk","55,5 m²",kerrostalo
1330,ei tiedossa,2017,hyvä,250,Kaksio,01620,890 €/kk,51 m²,kerrostalo
1331,ei tiedossa,2017,hyvä,250,Kaksio,01620,"952,30 €/kk","55,5 m²",kerrostalo
1332,ei tiedossa,2017,hyvä,250,Kaksio,01620,"898,90 €/kk","55,5 m²",kerrostalo
1333,ei tiedossa,2017,hyvä,250,Yksiö,01620,"631,90 €/kk",31 m²,kerrostalo
1334,ei tiedossa,2017,hyvä,250,Kaksio,01620,"881,10 €/kk",50 m²,kerrostalo
1335,ei sallittu,1980,hyvä,250 €,Kaksio,90500,606 €/kk,"48,5 m²",kerrostalo
1336,ei sallittu,1997,hyvä,250 €,3 huonetta,40520,952 €/kk,73 m²,kerrostalo
1337,ei sallittu,2010,hyvä,250 €,Kaksio,15100,741 €/kk,51 m²,kerrostalo
1338,ei sallittu,1963,hyvä,250 €,3 huonetta,00710,1 115 €/kk,67 m²,kerrostalo
1339,ei sallittu,1993,hyvä,250 €,3 huonetta,40520,850 €/kk,"72,5 m²",kerrostalo
1340,ei sallittu,1996,hyvä,250 €,3 huonetta,40100,1 026 €/kk,"78,5 m²",kerrostalo
1341,ei sallittu,1951,hyvä,250 €,Kaksio,05820,742 €/kk,"63,5 m²",kerrostalo
1342,ei sallittu,2008,hyvä,1kk+hlö tai 2kk,4 huonetta,28100,1 250 €/kk,99 m²,kerrostalo
1343,ei sallittu,1993,hyvä,1kk+hlö tai 2kk,3 huonetta,00370,1 280 €/kk,64 m²,kerrostalo
1344,ei sallittu,2004,hyvä,1kk vuokra,Kaksio,90420,650 €/kk,55 m²,luhtitalo
1345,ei sallittu,2001,hyvä,650 €,Kaksio,90120,650 €/kk,46 m²,kerrostalo
1346,ei sallittu,2017,hyvä,1 kk vuokra,Yksiö,20720,621 €/kk,32 m²,kerrostalo
1347,ei sallittu,1985,hyvä,1 kk pankkitalletus vuokranantajan tilille (590),Kaksio,65100,590 €/kk,51 m²,kerrostalo
1348,ei sallittu,1959,hyvä,250,Yksiö,15110,511 €/kk,25 m²,kerrostalo
1349,ei tiedossa,1988,hyvä,3800 ,3 huonetta,00100,1 900 €/kk,78 m²,kerrostalo
1350,ei tiedossa,1962,hyvä,1140.00,Kaksio,48100,570 €/kk,40 m²,kerrostalo
1351,ei tiedossa,1971,hyvä,510.00,Kaksio,84100,510 €/kk,51 m²,kerrostalo
1352,ei sallittu,2002,hyvä,"1100,00",Yksiö,21100,550 €/kk,35 m²,kerrostalo
1353,ei tiedossa,1968,hyvä,1640.00,Kaksio,02620,820 €/kk,46 m²,kerrostalo
1354,ei sallittu,1950,hyvä,900.00,Yksiö,28130,450 €/kk,31 m²,kerrostalo
1355,ei sallittu,1950,hyvä,1148.00,Yksiö,28100,574 €/kk,34 m²,kerrostalo
1356,ei sallittu,1981,hyvä,1580.00,3 huonetta,33720,790 €/kk,"77,5 m²",kerrostalo
1357,ei sallittu,2017,hyvä,1500.00,Kaksio,15100,750 €/kk,"44,5 m²",kerrostalo
1358,ei tiedossa,2009,hyvä,700 €,3 huonetta,33330,700 €/kk,"61,5 m²",kerrostalo
1359,ei sallittu,2016,hyvä,1kk:n vuokran suuruinen,Yksiö,90400,520 €/kk,26 m²,kerrostalo
1360,ei sallittu,2017,hyvä,1kk:n vuokran suuruinen,Kaksio,90520,820 €/kk,"50,5 m²",kerrostalo
1361,ei sallittu,1979,hyvä,1kk:n vuokran suuruinen,Kaksio,96100,675 €/kk,"59,5 m²",kerrostalo
1362,ei sallittu,1961,hyvä,1240 €,Kaksio,20100,620 €/kk,41 m²,kerrostalo
1363,ei sallittu,2001,hyvä,noin yhden kuukauden vuokra,Kaksio,33580,"718,48 €/kk","59,5 m²",luhtitalo
1364,ei sallittu,2001,hyvä,noin yhden kuukauden vuokra,Kaksio,33580,"724,23 €/kk","58,5 m²",kerrostalo
1365,ei sallittu,2010,hyvä,588.96,Kaksio,33470,"588,96 €/kk",49 m²,kerrostalo
1366,ei sallittu,1997,hyvä,noin yhden kuukauden vuokra,3 huonetta,33580,"952,52 €/kk",79 m²,kerrostalo
1367,ei sallittu,2008,hyvä,noin yhden kuukauden vuokra,Kaksio,33310,800 €/kk,53 m²,kerrostalo
1368,ei sallittu,1967,tyydyttävä,790,Kaksio,35300,395 €/kk,47 m²,kerrostalo
1369,ei sallittu,1970,hyvä,915,Kaksio,02230,915 €/kk,56 m²,kerrostalo
1370,ei tiedossa,1968,hyvä,"699,21",Kaksio,00940,"699,21 €/kk",49 m²,kerrostalo
1371,ei sallittu,2012,hyvä,2 kk,Kaksio,33100,1 050 €/kk,57 m²,kerrostalo
1372,ei sallittu,2012,hyvä,1300 €,Kaksio,07945,650 €/kk,68 m²,erillistalo
1373,ei sallittu,1972,tyydyttävä,520 €,Kaksio,07910,520 €/kk,56 m²,kerrostalo
1374,ei sallittu,1972,hyvä,1560 €,Kaksio,20300,780 €/kk,60 m²,kerrostalo
1375,ei sallittu,1973,hyvä,1140 €,Kaksio,07900,570 €/kk,57 m²,luhtitalo
1376,ei sallittu,2001,ei luokiteltu,"yksiöissä ja kaksioissa 550 e, kolmioissa 700 e ja",4 huonetta,90520,"904,62 €/kk","100,5 m²",luhtitalo
1377,ei sallittu,2008,hyvä,250 €,Kaksio,15140,835 €/kk,49 m²,kerrostalo
1378,ei sallittu,2008,hyvä,250 €,Kaksio,15140,963 €/kk,60 m²,kerrostalo
1379,ei sallittu,1968,hyvä,250 €,Yksiö,01350,688 €/kk,32 m²,kerrostalo
1380,ei sallittu,1970,hyvä,250 €,Kaksio,01350,803 €/kk,48 m²,kerrostalo
1381,ei sallittu,1970,hyvä,250 €,3 huonetta,01350,1 076 €/kk,75 m²,kerrostalo
1382,ei sallittu,1968,hyvä,250 €,Kaksio,01350,912 €/kk,55 m²,kerrostalo
1383,ei sallittu,1971,hyvä,250 €,Kaksio,01360,738 €/kk,47 m²,kerrostalo
1384,ei sallittu,1974,hyvä,250 €,Kaksio,01280,968 €/kk,"59,5 m²",kerrostalo
1385,ei sallittu,1990,tyydyttävä,"490,00 e",Kaksio,40340,490 €/kk,"45,5 m²",kerrostalo
1386,ei sallittu,1964,hyvä,2kk tai 1kk+hlö,4 huonetta,28130,990 €/kk,"93,5 m²",kerrostalo
1387,ei sallittu,1927,hyvä,"2 100,00 e",5 +,28130,1 050 €/kk,200 m²,omakotitalo
1388,ei sallittu,1968,tyydyttävä,"450,00 e",Yksiö,40250,450 €/kk,"31,5 m²",kerrostalo
1389,ei sallittu,1968,hyvä,0,Kaksio,01370,785 €/kk,46 m²,kerrostalo
1390,ei sallittu,1999,hyvä,"660,00",Yksiö,20810,660 €/kk,43 m²,kerrostalo
1391,ei sallittu,1982,hyvä,"4,600€",4 huonetta,00160,2 495 €/kk,100 m²,kerrostalo
1392,ei sallittu,1982,hyvä,"4,600€",4 huonetta,00160,2 495 €/kk,100 m²,kerrostalo
1393,ei sallittu,2000,hyvä,1500 €,4 huonetta,37500,750 €/kk,"83,5 m²",kerrostalo
1394,ei tiedossa,1966,tyydyttävä,1500 €,4 huonetta,04260,1 100 €/kk,108 m²,kerrostalo
1395,ei sallittu,1963,hyvä,"1.240,00",Yksiö,33200,620 €/kk,41 m²,kerrostalo
1396,ei sallittu,1978,hyvä,1.660 €,Kaksio,00200,830 €/kk,"38,5 m²",kerrostalo
1397,ei sallittu,1978,tyydyttävä,1800.00,Kaksio,00330,900 €/kk,46 m²,kerrostalo
1398,ei sallittu,1975,hyvä,880 €,Yksiö,80160,440 €/kk,33 m²,kerrostalo
1399,ei tiedossa,1961,hyvä,340 ,Yksiö,78200,340 €/kk,27 m²,kerrostalo
1400,ei tiedossa,1970,hyvä,700,3 huonetta,33850,"725,62 €/kk",76 m²,kerrostalo
1401,ei sallittu,1981,hyvä,700,Kaksio,10210,"747,98 €/kk",65 m²,rivitalo
1402,ei sallittu,1990,hyvä,700,3 huonetta,16600,695 €/kk,75 m²,rivitalo
1403,ei sallittu,1977,hyvä,250,3 huonetta,15140,825 €/kk,78 m²,kerrostalo
1404,ei sallittu,2002,hyvä,250,3 huonetta,05810,963 €/kk,74 m²,rivitalo
1405,ei sallittu,2003,hyvä,250,3 huonetta,40520,880 €/kk,"65,5 m²",kerrostalo
1406,ei sallittu,2003,hyvä,250,3 huonetta,40100,938 €/kk,77 m²,kerrostalo
1407,ei tiedossa,2002,hyvä,850,3 huonetta,33710,"734,59 €/kk",66 m²,kerrostalo
1408,ei sallittu,1960,hyvä,"520,00 e",Yksiö,40100,520 €/kk,26 m²,kerrostalo
1409,ei sallittu,1947,hyvä,661 €,Kaksio,60100,"661,29 €/kk",67 m²,kerrostalo
1410,ei sallittu,1937,hyvä,661 €,Kaksio,00250,1 171 €/kk,"38,5 m²",kerrostalo
1411,ei sallittu,2017,ei luokiteltu,700.00,Kaksio,04220,700 €/kk,"42,5 m²",kerrostalo
1412,ei sallittu,2016,ei luokiteltu,350.00,4 huonetta,02330,1 294 €/kk,"83,5 m²",kerrostalo
1413,ei sallittu,2018,ei luokiteltu,794.00,Kaksio,04200,794 €/kk,42 m²,kerrostalo
1414,ei sallittu,1983,ei luokiteltu,"250,00",Yksiö,15500,450 €/kk,"31,5 m²",kerrostalo
1415,ei sallittu,1983,ei luokiteltu,"250,00",Kaksio,15500,585 €/kk,"60,5 m²",kerrostalo
1416,ei sallittu,1980,ei luokiteltu,"250,00",Kaksio,15500,590 €/kk,"58,5 m²",kerrostalo
1417,ei sallittu,1983,hyvä,"250,00",3 huonetta,15500,712 €/kk,79 m²,kerrostalo
1418,ei sallittu,1983,hyvä,470 €,Kaksio,86300,470 €/kk,50 m²,rivitalo
1419,ei tiedossa,1999,hyvä,250€,Kaksio,33270,747 €/kk,59 m²,kerrostalo
1420,ei tiedossa,1999,hyvä,250,Kaksio,33270,737 €/kk,59 m²,kerrostalo
1421,ei sallittu,2014,hyvä,250,5 +,60510,1 290 €/kk,"148,5 m²",paritalo
1422,ei tiedossa,1962,hyvä,290.00,Yksiö,63300,290 €/kk,"27,1 m²",kerrostalo
1423,ei tiedossa,1960,hyvä,1140.00,Kaksio,20540,570 €/kk,49 m²,kerrostalo
1424,ei sallittu,2017,hyvä,1800 €,Kaksio,05820,900 €/kk,52 m²,rivitalo
1425,ei tiedossa,2017,hyvä,1560.00,Kaksio,01700,780 €/kk,44 m²,kerrostalo
1426,ei sallittu,2017,ei luokiteltu,1180.00,Kaksio,48700,600 €/kk,"55,5 m²",kerrostalo
1427,ei sallittu,1961,ei luokiteltu,420 €,Kaksio,76100,420 €/kk,"32,4 m²",kerrostalo
1428,ei tiedossa,1992,ei luokiteltu,3300.00e,Kaksio,20540,1 650 €/kk,350 m²,omakotitalo
1429,ei tiedossa,1983,ei luokiteltu,2580.00e,5 +,20660,1 290 €/kk,232 m²,omakotitalo
1430,ei sallittu,1985,hyvä,2580.00e,Kaksio,00700,994 €/kk,"59,5 m²",kerrostalo
1431,ei sallittu,2017,hyvä,"490,00 e",Yksiö,28130,490 €/kk,"29,5 m²",kerrostalo
1432,ei sallittu,2017,hyvä,"490,00 e",Yksiö,28130,490 €/kk,"29,5 m²",kerrostalo
1433,ei sallittu,2017,hyvä,"490,00 e",Yksiö,28130,490 €/kk,"29,5 m²",kerrostalo
1434,ei sallittu,2017,hyvä,"490,00 e",Yksiö,28130,490 €/kk,"29,5 m²",kerrostalo
1435,ei sallittu,2017,hyvä,"490,00 e",Yksiö,28130,490 €/kk,"29,5 m²",kerrostalo
1436,ei sallittu,2017,hyvä,"490,00 e",Yksiö,28130,490 €/kk,"29,5 m²",kerrostalo
1437,ei sallittu,2018,hyvä,250 €,Yksiö,13100,649 €/kk,38 m²,kerrostalo
1438,ei sallittu,1989,hyvä,250 €,3 huonetta,01280,1 036 €/kk,67 m²,kerrostalo
1439,ei sallittu,1962,tyydyttävä,2 kk:n vuokra,Yksiö,53100,510 €/kk,27 m²,kerrostalo
1440,ei tiedossa,1970,tyydyttävä,2 kk:n vuokra,Yksiö,36200,430 €/kk,32 m²,kerrostalo
1441,ei sallittu,1970,hyvä,0,Kaksio,05880,727 €/kk,"58,5 m²",kerrostalo
1442,ei sallittu,1970,hyvä,0,Kaksio,00650,797 €/kk,"47,5 m²",kerrostalo
1443,ei sallittu,2012,hyvä,1 kk,Kaksio,04410,792 €/kk,"39,5 m²",kerrostalo
1444,ei sallittu,2012,hyvä,1 kk,3 huonetta,04410,1 090 €/kk,69 m²,kerrostalo
1445,ei sallittu,1960,hyvä,370 €,Kaksio,76150,370 €/kk,39 m²,kerrostalo
1446,ei tiedossa,1999,hyvä,250€,3 huonetta,33270,908 €/kk,"79,5 m²",kerrostalo
1447,ei tiedossa,2008,hyvä,2 kk vuokra,3 huonetta,90440,950 €/kk,83 m²,rivitalo
1448,ei sallittu,1971,hyvä,1180,Yksiö,13100,590 €/kk,"35,5 m²",kerrostalo
1449,ei sallittu,1960,hyvä,2kk vuokra,Yksiö,33540,585 €/kk,32 m²,kerrostalo
1450,ei sallittu,1960,hyvä,1kk pankkitalletus sekä 1-2 hlön omavelkainen taka,5 +,60720,1 200 €/kk,"154,5 m²",omakotitalo
1451,ei sallittu,1999,hyvä,1kk pankkitalletus sekä 1-2 hlön omavelkainen taka,Kaksio,20760,730 €/kk,52 m²,kerrostalo
1452,ei sallittu,1966,hyvä,1kk pankkitalletus sekä 1-2 hlön omavelkainen taka,3 huonetta,02100,1 295 €/kk,68 m²,kerrostalo
1453,ei sallittu,1995,hyvä,2800,Kaksio,00180,1 400 €/kk,"50,5 m²",kerrostalo
1454,ei sallittu,2001,ei luokiteltu,"715,68",Kaksio,02750,"715,68 €/kk","52,5 m²",kerrostalo
1455,ei sallittu,1972,hyvä,1700 €,4 huonetta,27100,850 €/kk,168 m²,omakotitalo
1456,ei sallittu,2016,hyvä,"430,00 e",Yksiö,90570,430 €/kk,"21,5 m²",kerrostalo
1457,ei sallittu,1970,hyvä,250 €,4 huonetta,13600,"1034,60 €/kk",89 m²,kerrostalo
1458,ei sallittu,1970,hyvä,250 €,3 huonetta,13600,"857,20 €/kk","70,5 m²",kerrostalo
1459,ei sallittu,1990,hyvä,250 €,Kaksio,00730,978 €/kk,"59,5 m²",kerrostalo
1460,ei sallittu,2008,ei luokiteltu,872.00,3 huonetta,15700,872 €/kk,"67,5 m²",kerrostalo
1461,ei sallittu,2015,ei luokiteltu,802.00,Kaksio,01800,802 €/kk,"50,5 m²",kerrostalo
1462,ei sallittu,2009,ei luokiteltu,933.00,Kaksio,00730,933 €/kk,"49,5 m²",kerrostalo
1463,ei sallittu,2009,ei luokiteltu,910.00,Kaksio,00980,910 €/kk,49 m²,kerrostalo
1464,sallittu,2017,hyvä,"1 kk, yrityksiltä 3kk",3 huonetta,11100,780 €/kk,49 m²,kerrostalo
1465,ei sallittu,2017,hyvä,"1 kk, yrityksiltä 3kk",3 huonetta,11100,800 €/kk,"53,5 m²",kerrostalo
1466,ei sallittu,2017,hyvä,1kk,3 huonetta,11100,850 €/kk,"57,5 m²",kerrostalo
1467,ei sallittu,2017,hyvä,1kk,3 huonetta,11100,770 €/kk,49 m²,kerrostalo
1468,ei sallittu,2017,hyvä,"1 kk, yrityksiltä 3kk",3 huonetta,11100,760 €/kk,49 m²,kerrostalo
1469,ei sallittu,1999,tyydyttävä,2kk:n vuokraa vastaava summa,Kaksio,40100,790 €/kk,58 m²,kerrostalo
1470,ei sallittu,2017,hyvä,"1 kk, yrityksiltä 3kk",3 huonetta,11100,840 €/kk,"57,5 m²",kerrostalo
1471,ei sallittu,2012,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,Kaksio,60150,580 €/kk,48 m²,rivitalo
1472,ei sallittu,1974,ei luokiteltu,1300.00,3 huonetta,30100,650 €/kk,78 m²,luhtitalo
1473,ei sallittu,2015,hyvä,1130 €,3 huonetta,13500,1 030 €/kk,78 m²,rivitalo
1474,ei sallittu,2017,hyvä,1270e,Yksiö,33580,635 €/kk,"33,5 m²",kerrostalo
1475,ei sallittu,1981,hyvä,710,Kaksio,65200,710 €/kk,60 m²,kerrostalo
1476,ei sallittu,1981,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,Yksiö,60320,575 €/kk,"32,5 m²",kerrostalo
1477,ei sallittu,1993,hyvä,250 €,3 huonetta,40520,890 €/kk,62 m²,kerrostalo
1478,ei sallittu,1996,hyvä,250 €,3 huonetta,40100,1 050 €/kk,72 m²,kerrostalo
1479,ei sallittu,2014,hyvä,250 €,Yksiö,90500,645 €/kk,38 m²,kerrostalo
1480,ei sallittu,2014,hyvä,0,Kaksio,15140,786 €/kk,51 m²,kerrostalo
1481,ei sallittu,1997,hyvä,0,3 huonetta,02600,1 134 €/kk,77 m²,kerrostalo
1482,ei sallittu,1991,hyvä,0,Kaksio,00980,998 €/kk,58 m²,kerrostalo
1483,ei sallittu,1975,tyydyttävä,430 €,Yksiö,55100,430 €/kk,30 m²,kerrostalo
1484,ei tiedossa,1952,tyydyttävä,400 ,Kaksio,78250,400 €/kk,"65,5 m²",kerrostalo
1485,ei sallittu,2017,hyvä,540,Yksiö,90100,527 €/kk,27 m²,kerrostalo
1486,ei sallittu,2017,hyvä,540,Yksiö,90100,527 €/kk,27 m²,kerrostalo
1487,ei tiedossa,1908,hyvä,540,Yksiö,20100,1 704 €/kk,49 m²,kerrostalo
1488,ei tiedossa,1908,hyvä,540,Yksiö,00810,1 406 €/kk,13 m²,kerrostalo
1489,ei tiedossa,2013,hyvä,540,3 huonetta,20300,1 766 €/kk,72 m²,kerrostalo
1490,ei tiedossa,1910,hyvä,540,Kaksio,20500,1 482 €/kk,45 m²,kerrostalo
1491,ei tiedossa,2017,tyydyttävä,540,Yksiö,40100,1 001 €/kk,6 m²,kerrostalo
1492,ei tiedossa,2015,hyvä,540,3 huonetta,20100,2 255 €/kk,63 m²,kerrostalo
1493,ei tiedossa,2013,hyvä,540,3 huonetta,20100,2 114 €/kk,68 m²,kerrostalo
1494,ei tiedossa,2017,hyvä,540,Kaksio,00220,2 169 €/kk,39 m²,kerrostalo
1495,ei tiedossa,2013,hyvä,540,Kaksio,20100,1 847 €/kk,58 m²,kerrostalo
1496,ei tiedossa,2013,hyvä,540,Kaksio,20100,1 956 €/kk,65 m²,kerrostalo
1497,ei tiedossa,2013,hyvä,540,Kaksio,20100,1 873 €/kk,36 m²,kerrostalo
1498,ei tiedossa,2013,hyvä,540,Yksiö,20100,1 633 €/kk,53 m²,kerrostalo
1499,ei tiedossa,2013,hyvä,540,Kaksio,20100,1 845 €/kk,49 m²,kerrostalo
1500,ei tiedossa,1939,välttävä,540,Yksiö,00500,1 007 €/kk,20 m²,kerrostalo
1501,ei tiedossa,2017,hyvä,540,Yksiö,90450,1 012 €/kk,25 m²,kerrostalo
1502,ei tiedossa,1976,ei luokiteltu,425,Kaksio,28800,425 €/kk,58 m²,kerrostalo
1503,ei sallittu,1978,ei luokiteltu,665€,3 huonetta,26100,665 €/kk,74 m²,kerrostalo
1504,ei tiedossa,1934,tyydyttävä,2040 ,Kaksio,00260,1 020 €/kk,"36,5 m²",kerrostalo
1505,ei sallittu,1995,hyvä,250 €,Kaksio,33540,856 €/kk,60 m²,kerrostalo
1506,ei sallittu,1993,hyvä,250 €,Kaksio,40520,730 €/kk,"40,5 m²",kerrostalo
1507,ei sallittu,1936,hyvä,1900€,Kaksio,33270,950 €/kk,80 m²,omakotitalo
1508,ei sallittu,2017,hyvä,2 kk,Yksiö,33870,490 €/kk,23 m²,kerrostalo
1509,ei sallittu,2017,hyvä,2 kk,Yksiö,33870,490 €/kk,23 m²,kerrostalo
1510,ei sallittu,2000,hyvä,2kk vuokra,Kaksio,28660,500 €/kk,47 m²,rivitalo
1511,ei sallittu,1990,hyvä,1040€,Yksiö,11710,520 €/kk,31 m²,kerrostalo
1512,ei sallittu,1990,hyvä,1040€,Yksiö,11710,520 €/kk,31 m²,kerrostalo
1513,ei sallittu,1995,hyvä,1 kk vuokra,Kaksio,20100,730 €/kk,43 m²,kerrostalo
1514,ei sallittu,1955,hyvä,1360,Kaksio,33540,680 €/kk,56 m²,kerrostalo
1515,ei sallittu,1985,hyvä,1500,Kaksio,33700,750 €/kk,63 m²,kerrostalo
1516,ei sallittu,1982,hyvä,1150,Kaksio,33470,575 €/kk,50 m²,kerrostalo
1517,ei sallittu,1969,hyvä,Vuokravakuus 2kk,Kaksio,57100,460 €/kk,"58,5 m²",kerrostalo
1518,ei sallittu,1965,tyydyttävä,1360,Kaksio,33500,680 €/kk,"56,5 m²",kerrostalo
1519,ei sallittu,2014,hyvä,1406.1 €,Kaksio,53100,"703,05 €/kk",43 m²,kerrostalo
