,allow_pets,built_year,condition,deposit,number_of_rooms,postal_code,rent,total_size,type
502,ei sallittu,1994,ei luokiteltu,"445,00 e",Yksiö,15200,445 €/kk,32 m²,kerrostalo
503,ei sallittu,1913,välttävä,"1 180,00 e",Yksiö,00150,590 €/kk,20 m²,kerrostalo
504,ei sallittu,1974,välttävä,"900,00 e",Yksiö,36200,450 €/kk,29 m²,kerrostalo
505,ei sallittu,1994,ei luokiteltu,0 €,3 huonetta,96100,883 €/kk,81 m²,kerrostalo
506,ei sallittu,1994,hyvä,0,Kaksio,02250,"854,75 €/kk","55,5 m²",kerrostalo
507,ei sallittu,1994,hyvä,0,Kaksio,20700,820 €/kk,67 m²,kerrostalo
508,ei sallittu,2014,ei luokiteltu,655.00,Yksiö,40700,655 €/kk,40 m²,kerrostalo
509,ei tiedossa,1970,hyvä,1590 ,Kaksio,02210,795 €/kk,47 m²,kerrostalo
510,ei tiedossa,1902,tyydyttävä,1100.00,Kaksio,49300,550 €/kk,70 m²,omakotitalo
511,ei tiedossa,1975,tyydyttävä,732.00,3 huonetta,25250,590 €/kk,78 m²,kerrostalo
512,ei tiedossa,1998,hyvä,590.00,Yksiö,65100,590 €/kk,"43,5 m²",kerrostalo
513,ei tiedossa,1983,tyydyttävä,1240.00,Yksiö,04200,620 €/kk,36 m²,kerrostalo
514,ei tiedossa,2003,hyvä,1240.00,Kaksio,00120,1 280 €/kk,"50,5 m²",kerrostalo
515,ei sallittu,2006,hyvä,642 €,Kaksio,67100,"641,80 €/kk",51 m²,luhtitalo
516,ei sallittu,1986,hyvä,2 kuukauden vuokra,Yksiö,57130,530 €/kk,37 m²,kerrostalo
517,ei sallittu,1971,hyvä,1200.00,Kaksio,20610,600 €/kk,58 m²,kerrostalo
518,ei sallittu,1955,ei luokiteltu,720.00,Yksiö,18100,360 €/kk,31 m²,kerrostalo
519,ei sallittu,2014,hyvä,1kk:n vuokran suuruinen,Kaksio,90530,640 €/kk,45 m²,kerrostalo
520,ei sallittu,2015,hyvä,1kk:n vuokran suuruinen,Yksiö,90540,470 €/kk,27 m²,kerrostalo
521,ei sallittu,2012,hyvä,1kk:n vuokran suuruinen,3 huonetta,90420,725 €/kk,55 m²,luhtitalo
522,ei sallittu,1973,tyydyttävä,430 €,Kaksio,55800,430 €/kk,"48,5 m²",kerrostalo
523,ei sallittu,2014,hyvä,noin yhden kuukauden vuokra,4 huonetta,20320,"1160,02 €/kk","87,5 m²",rivitalo
524,ei sallittu,2016,hyvä,1 kuukauden vuokraa vastaava,Yksiö,33900,690 €/kk,35 m²,kerrostalo
525,ei sallittu,2004,hyvä,515,Kaksio,90520,515 €/kk,"51,5 m²",kerrostalo
526,ei tiedossa,1972,hyvä,840,Kaksio,02320,840 €/kk,"63,5 m²",kerrostalo
527,ei sallittu,1972,hyvä,600 €,3 huonetta,38700,600 €/kk,77 m²,rivitalo
528,ei sallittu,2010,hyvä,658 €,Kaksio,67100,"657,55 €/kk","49,5 m²",kerrostalo
529,ei sallittu,2014,hyvä,250 €,Kaksio,01640,969 €/kk,"53,5 m²",kerrostalo
530,ei sallittu,2004,hyvä,250 €,Kaksio,90120,684 €/kk,"42,5 m²",kerrostalo
531,ei sallittu,2004,ei luokiteltu,"410,00 e",Yksiö,15500,410 €/kk,35 m²,kerrostalo
532,ei sallittu,1955,hyvä,"530,00 e +henkilötakaus / 2kk +laaja kotivakuutus",Yksiö,80100,530 €/kk,33 m²,kerrostalo
533,ei sallittu,1955,ei luokiteltu,"990,00 e",Yksiö,15170,495 €/kk,"32,5 m²",kerrostalo
534,ei sallittu,2000,hyvä,"990,00 e",Kaksio,01610,875 €/kk,"42,5 m²",kerrostalo
535,ei tiedossa,1989,ei luokiteltu,500 euroa,Kaksio,00250,1 024 €/kk,"57,5 m²",kerrostalo
536,ei sallittu,1999,hyvä,470 €,Kaksio,38700,470 €/kk,"60,5 m²",rivitalo
537,ei sallittu,1978,hyvä,1kk,3 huonetta,02130,1 169 €/kk,"61,5 m²",kerrostalo
538,ei sallittu,1975,hyvä,1kk,Kaksio,01300,990 €/kk,59 m²,kerrostalo
539,ei sallittu,2017,hyvä,"1590,00",Kaksio,20100,795 €/kk,"45,5 m²",kerrostalo
540,ei sallittu,2006,hyvä,1 kuukauden vuokra,3 huonetta,57100,900 €/kk,87 m²,kerrostalo
541,ei tiedossa,2004,hyvä,960,Kaksio,00990,960 €/kk,"52,5 m²",kerrostalo
542,ei tiedossa,2005,hyvä,781 €,3 huonetta,37130,781 €/kk,75 m²,rivitalo
543,ei sallittu,2017,hyvä,2600,Kaksio,00220,1 300 €/kk,51 m²,kerrostalo
544,ei tiedossa,1973,hyvä,1680.00,Kaksio,00840,840 €/kk,51 m²,kerrostalo
545,ei tiedossa,1937,hyvä,1560.00,Yksiö,00500,780 €/kk,37 m²,kerrostalo
546,ei tiedossa,2016,hyvä,1800.00,Kaksio,00870,900 €/kk,45 m²,kerrostalo
547,ei tiedossa,1957,hyvä,1340.00,Yksiö,00530,670 €/kk,28 m²,kerrostalo
548,ei tiedossa,1984,hyvä,1190.00,Yksiö,04230,595 €/kk,31 m²,luhtitalo
549,ei tiedossa,2016,hyvä,1860.00,Kaksio,00870,930 €/kk,46 m²,kerrostalo
550,ei sallittu,1978,hyvä,900.00,Yksiö,28100,450 €/kk,36 m²,kerrostalo
551,ei sallittu,1968,hyvä,1kk,Yksiö,37830,400 €/kk,37 m²,kerrostalo
552,ei sallittu,1985,tyydyttävä,2000 €,5 +,16900,1 000 €/kk,190 m²,omakotitalo
553,ei sallittu,1984,hyvä,250 euroa,Kaksio,90570,637 €/kk,62 m²,rivitalo
554,ei sallittu,1977,hyvä,250 euroa,Kaksio,90580,510 €/kk,62 m²,kerrostalo
555,ei sallittu,1980,hyvä,250 euroa,Kaksio,90500,657 €/kk,"61,5 m²",kerrostalo
556,ei sallittu,1972,hyvä,250 euroa,Kaksio,90550,558 €/kk,56 m²,kerrostalo
557,ei sallittu,1969,hyvä,"653,60 e 1kk+laaja kotivakuutus",3 huonetta,80160,"653,60 €/kk",77 m²,kerrostalo
558,ei sallittu,1974,hyvä,"595,00 e",Kaksio,70460,595 €/kk,"45,5 m²",kerrostalo
559,ei sallittu,2008,hyvä,920 €,3 huonetta,90120,920 €/kk,68 m²,kerrostalo
560,ei sallittu,1973,hyvä,"1.200,00",Kaksio,15170,600 €/kk,"58,5 m²",kerrostalo
561,ei sallittu,1905,hyvä,2 kk:n vuokra,Yksiö,00170,650 €/kk,30 m²,kerrostalo
562,ei tiedossa,2008,hyvä,500 €,Kaksio,02230,920 €/kk,"52,5 m²",kerrostalo
563,ei tiedossa,2007,hyvä,"895,00 €",Kaksio,02230,895 €/kk,47 m²,kerrostalo
564,ei tiedossa,1996,hyvä,1838.68,3 huonetta,21420,"919,34 €/kk","83,5 m²",rivitalo
565,ei tiedossa,1954,tyydyttävä,840.00,Yksiö,57130,420 €/kk,23 m²,kerrostalo
566,ei tiedossa,1998,hyvä,840.00,Yksiö,65380,"401,94 €/kk","35,5 m²",kerrostalo
567,ei tiedossa,1984,hyvä,840.00,Yksiö,65320,"348,69 €/kk",33 m²,kerrostalo
568,ei tiedossa,1988,hyvä,840.00,Kaksio,65380,"398,04 €/kk","41,5 m²",kerrostalo
569,ei tiedossa,1975,hyvä,840.00,Yksiö,65370,"333,94 €/kk",32 m²,kerrostalo
570,ei tiedossa,2000,hyvä,1120.00,Yksiö,00810,560 €/kk,20 m²,kerrostalo
571,ei tiedossa,2005,hyvä,1900.00,Kaksio,00790,950 €/kk,"51,5 m²",kerrostalo
572,ei tiedossa,2005,hyvä,2200.00,Kaksio,00120,1 100 €/kk,45 m²,kerrostalo
573,ei tiedossa,2017,hyvä,1640.00,Kaksio,02780,820 €/kk,45 m²,luhtitalo
574,ei tiedossa,1982,hyvä,1640.00,5 +,00430,1 600 €/kk,179 m²,omakotitalo
575,ei tiedossa,2015,hyvä,1240.00,Kaksio,13100,620 €/kk,"37,5 m²",kerrostalo
576,ei tiedossa,1971,ei luokiteltu,1640.00,Kaksio,01620,820 €/kk,55 m²,kerrostalo
577,ei tiedossa,1964,hyvä,1640.00,Kaksio,05800,750 €/kk,51 m²,kerrostalo
578,ei sallittu,1964,hyvä,1040.00,Kaksio,28400,520 €/kk,"49,5 m²",rivitalo
579,ei tiedossa,2017,ei luokiteltu,1270.00e,Yksiö,20520,635 €/kk,"33,5 m²",kerrostalo
580,ei tiedossa,1973,ei luokiteltu,1390.00e,Yksiö,20500,695 €/kk,"41,5 m²",kerrostalo
581,ei sallittu,1989,hyvä,250 €,Kaksio,70820,630 €/kk,45 m²,kerrostalo
582,ei sallittu,1997,hyvä,250 €,Kaksio,04410,719 €/kk,55 m²,kerrostalo
583,ei sallittu,1949,tyydyttävä,780 €,Yksiö,37100,390 €/kk,28 m²,kerrostalo
584,ei sallittu,2017,hyvä,505,Yksiö,90570,505 €/kk,"32,5 m²",kerrostalo
585,ei sallittu,1956,hyvä,1400.00,Yksiö,00320,700 €/kk,"24,5 m²",kerrostalo
586,ei sallittu,1943,ei luokiteltu,1200.00,Yksiö,33540,600 €/kk,"37,5 m²",kerrostalo
587,ei sallittu,1955,hyvä,450 €,3 huonetta,94830,450 €/kk,50 m²,kerrostalo
588,ei sallittu,1988,hyvä,450 €,Kaksio,00650,929 €/kk,53 m²,kerrostalo
589,ei sallittu,2010,hyvä,450 €,Kaksio,02650,1 083 €/kk,"57,5 m²",kerrostalo
590,ei tiedossa,1961,hyvä,470 ,Yksiö,90120,470 €/kk,27 m²,kerrostalo
591,ei sallittu,1950,hyvä,1-2 kk,Yksiö,33100,685 €/kk,29 m²,kerrostalo
592,ei sallittu,1975,hyvä,920 €,Yksiö,80160,460 €/kk,33 m²,kerrostalo
593,ei sallittu,1975,hyvä,250 €,3 huonetta,87200,793 €/kk,"78,5 m²",kerrostalo
594,ei sallittu,1978,ei luokiteltu,1150.00,3 huonetta,00370,1 150 €/kk,"73,5 m²",kerrostalo
595,ei sallittu,2017,ei luokiteltu,1034.00,3 huonetta,04410,1 034 €/kk,65 m²,kerrostalo
596,ei sallittu,2015,ei luokiteltu,1111.00,3 huonetta,01340,1 111 €/kk,69 m²,kerrostalo
597,ei sallittu,1999,ei luokiteltu,938.00,3 huonetta,04410,938 €/kk,62 m²,kerrostalo
598,ei sallittu,1999,ei luokiteltu,€,3 huonetta,62100,460 €/kk,78 m²,rivitalo
599,ei sallittu,1927,tyydyttävä,1100 €,Kaksio,07880,550 €/kk,74 m²,omakotitalo
600,ei sallittu,1946,hyvä,2 kk:n vuokra,Kaksio,00270,950 €/kk,50 m²,kerrostalo
601,ei sallittu,2015,hyvä,"535,00 €",Yksiö,15240,535 €/kk,34 m²,kerrostalo
602,ei tiedossa,1945,hyvä,1340.00,Yksiö,00270,670 €/kk,21 m²,kerrostalo
603,ei tiedossa,1963,hyvä,2380.00,Kaksio,00150,1 190 €/kk,54 m²,kerrostalo
604,ei tiedossa,1987,ei luokiteltu,500 €,4 huonetta,00420,1 239 €/kk,"88,5 m²",kerrostalo
605,ei sallittu,1985,hyvä,2 kk,Kaksio,20740,700 €/kk,"63,5 m²",kerrostalo
606,ei sallittu,2008,hyvä,250 €,Kaksio,33900,796 €/kk,51 m²,kerrostalo
607,ei sallittu,2015,hyvä,"604,50",Kaksio,01150,"604,50 €/kk",39 m²,kerrostalo
608,ei sallittu,2010,hyvä,686 €,Kaksio,33330,686 €/kk,53 m²,luhtitalo
609,ei tiedossa,2011,hyvä,914 €,3 huonetta,33330,914 €/kk,"73,5 m²",kerrostalo
610,ei tiedossa,2009,hyvä,836 €,3 huonetta,33330,836 €/kk,74 m²,kerrostalo
611,ei tiedossa,1950,hyvä,1560.00,Kaksio,00280,780 €/kk,33 m²,kerrostalo
612,ei tiedossa,1968,hyvä,2980.00,4 huonetta,02700,1 490 €/kk,116 m²,kerrostalo
613,ei sallittu,1968,hyvä,505.00,Yksiö,50170,505 €/kk,"36,5 m²",kerrostalo
614,ei tiedossa,1968,tyydyttävä,505.00,Yksiö,86110,1 303 €/kk,"25,5 m²",rivitalo
615,ei tiedossa,1938,hyvä,505.00,Yksiö,00530,1 841 €/kk,27 m²,kerrostalo
616,ei tiedossa,1937,hyvä,505.00,Kaksio,00100,2 148 €/kk,43 m²,kerrostalo
617,ei tiedossa,1988,tyydyttävä,505.00,Kaksio,33100,1 530 €/kk,47 m²,kerrostalo
618,ei tiedossa,1941,hyvä,505.00,Kaksio,00180,1 825 €/kk,53 m²,kerrostalo
619,ei tiedossa,1987,välttävä,505.00,Yksiö,02650,1 188 €/kk,29 m²,kerrostalo
620,ei tiedossa,1928,hyvä,505.00,Kaksio,00100,3 003 €/kk,68 m²,kerrostalo
621,ei tiedossa,1928,tyydyttävä,505.00,3 huonetta,00100,3 165 €/kk,63 m²,kerrostalo
622,ei tiedossa,1941,hyvä,505.00,Kaksio,00180,1 992 €/kk,53 m²,kerrostalo
623,ei sallittu,1979,hyvä,600,Kaksio,76100,200 €/kk,38 m²,kerrostalo
624,ei sallittu,1996,hyvä,600,Kaksio,02600,969 €/kk,"59,5 m²",kerrostalo
625,ei sallittu,1963,hyvä,600,Kaksio,00710,948 €/kk,60 m²,kerrostalo
626,ei sallittu,2012,hyvä,600,Kaksio,00990,920 €/kk,"38,5 m²",kerrostalo
627,ei sallittu,1995,hyvä,600,Kaksio,02650,885 €/kk,"45,5 m²",kerrostalo
628,ei sallittu,1980,hyvä,600,3 huonetta,01480,1 070 €/kk,"80,5 m²",kerrostalo
629,ei sallittu,1970,hyvä,2kk = 1460€,Kaksio,03100,730 €/kk,53 m²,kerrostalo
630,ei sallittu,1965,hyvä,"650,00 e",Kaksio,70200,650 €/kk,54 m²,kerrostalo
631,ei sallittu,1994,hyvä,250 €,Kaksio,04250,869 €/kk,"59,5 m²",kerrostalo
632,ei sallittu,1966,hyvä,250 €,Kaksio,02100,930 €/kk,43 m²,kerrostalo
633,ei sallittu,2003,hyvä,250 €,3 huonetta,00910,1 294 €/kk,"73,5 m²",kerrostalo
634,ei sallittu,1958,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,Yksiö,60100,410 €/kk,29 m²,kerrostalo
635,ei tiedossa,1973,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,Kaksio,00770,800 €/kk,"50,5 m²",kerrostalo
636,ei sallittu,2012,hyvä,1kk pankkitalletus sekä 1-2 hlön omavelkainen taka,Kaksio,60200,540 €/kk,"34,5 m²",kerrostalo
637,ei sallittu,2014,hyvä,1kk:n vuokra,4 huonetta,90670,1 100 €/kk,85 m²,rivitalo
638,ei sallittu,1962,hyvä,2 kk:n vuokra,4 huonetta,02160,1 800 €/kk,133 m²,kerrostalo
639,ei sallittu,1973,hyvä,1kk vuokra,Kaksio,33210,690 €/kk,39 m²,kerrostalo
640,ei sallittu,1996,ei luokiteltu,"889,00",3 huonetta,15140,889 €/kk,74 m²,kerrostalo
641,ei sallittu,1999,hyvä,1kk vuokra,Kaksio,33210,845 €/kk,57 m²,kerrostalo
642,ei sallittu,1975,hyvä,"1565,00",3 huonetta,80160,"782,50 €/kk","79,5 m²",kerrostalo
643,ei tiedossa,1987,ei luokiteltu,500 euroa,3 huonetta,00420,1 113 €/kk,"78,5 m²",kerrostalo
644,ei tiedossa,1992,tyydyttävä,"799,00 ",3 huonetta,15100,799 €/kk,"73,5 m²",kerrostalo
645,ei tiedossa,1996,tyydyttävä,"879,00 ",3 huonetta,15140,879 €/kk,74 m²,kerrostalo
646,ei tiedossa,2002,hyvä,"2000,00 ",3 huonetta,01900,1 000 €/kk,"83,5 m²",rivitalo
647,ei sallittu,1957,hyvä,890,Yksiö,20810,450 €/kk,22 m²,kerrostalo
648,ei sallittu,1966,hyvä,kahden kuukauden vuokra,Yksiö,00940,400 €/kk,10 m²,kerrostalo
649,ei sallittu,2008,hyvä,"1280,00",Kaksio,21100,640 €/kk,50 m²,kerrostalo
650,ei sallittu,1984,hyvä,Kolmen kuukauden vuokra,Kaksio,04300,750 €/kk,58 m²,luhtitalo
651,ei sallittu,2014,hyvä,2kk vuokra,Kaksio,33870,725 €/kk,"50,5 m²",luhtitalo
652,ei sallittu,2014,hyvä,563.34 €,Kaksio,78250,"563,34 €/kk","61,5 m²",kerrostalo
653,ei sallittu,2014,hyvä,480.2 €,Kaksio,78300,"480,20 €/kk","56,5 m²",kerrostalo
654,ei tiedossa,2015,hyvä,968.00,Kaksio,00990,968 €/kk,"39,5 m²",kerrostalo
655,ei tiedossa,2015,hyvä,880.00,Yksiö,00990,880 €/kk,44 m²,kerrostalo
656,ei tiedossa,2015,hyvä,884.00,Yksiö,00990,884 €/kk,"46,5 m²",kerrostalo
657,ei tiedossa,2015,hyvä,1017.00,Yksiö,00990,1 017 €/kk,"53,5 m²",kerrostalo
658,ei sallittu,1966,hyvä,2 kk vuokra,Kaksio,33310,650 €/kk,"57,9 m²",kerrostalo
659,ei sallittu,1966,hyvä,2 kk vuokra,Kaksio,33310,650 €/kk,"57,9 m²",kerrostalo
660,ei tiedossa,1985,hyvä,1680.00,Kaksio,01300,840 €/kk,"49,5 m²",kerrostalo
661,ei tiedossa,1970,hyvä,1300.00,Kaksio,05200,650 €/kk,53 m²,kerrostalo
662,ei tiedossa,2003,hyvä,626,3 huonetta,10570,626 €/kk,76 m²,kerrostalo
663,ei tiedossa,2003,hyvä,2500.00,4 huonetta,04400,1 250 €/kk,105 m²,omakotitalo
664,ei tiedossa,2015,hyvä,3500.00,4 huonetta,00520,1 750 €/kk,"96,5 m²",kerrostalo
665,ei sallittu,1961,hyvä,1350 e,Kaksio,20100,675 €/kk,"56,5 m²",kerrostalo
666,ei sallittu,1991,hyvä,1260,Kaksio,33710,630 €/kk,41 m²,kerrostalo
667,ei sallittu,2017,hyvä,2 kk vuokraa vastaava vakuus,Kaksio,01300,830 €/kk,"40,5 m²",kerrostalo
668,ei sallittu,1954,hyvä,1040.00,Kaksio,28130,520 €/kk,"37,5 m²",kerrostalo
669,ei sallittu,1949,tyydyttävä,0.00,Kaksio,78200,540 €/kk,61 m²,kerrostalo
670,ei sallittu,1949,hyvä,2 kk,Yksiö,33230,750 €/kk,44 m²,kerrostalo
671,ei sallittu,1949,ei luokiteltu,2 kk,3 huonetta,40270,"856,89 €/kk",79 m²,kerrostalo
672,ei tiedossa,1978,hyvä,700,3 huonetta,33340,"684,38 €/kk","76,5 m²",kerrostalo
673,ei sallittu,2002,hyvä,250 €,Kaksio,70700,878 €/kk,63 m²,kerrostalo
674,ei sallittu,2004,hyvä,250 €,Yksiö,33900,782 €/kk,46 m²,kerrostalo
675,ei sallittu,1974,hyvä,250 €,4 huonetta,00750,1 499 €/kk,92 m²,kerrostalo
676,ei sallittu,1988,hyvä,250 €,Kaksio,33710,874 €/kk,63 m²,rivitalo
677,ei sallittu,2016,ei luokiteltu,350.00,Kaksio,01600,928 €/kk,52 m²,kerrostalo
678,ei sallittu,2015,ei luokiteltu,836.00,Kaksio,02320,836 €/kk,44 m²,kerrostalo
679,ei sallittu,2015,ei luokiteltu,763.00,Kaksio,01300,763 €/kk,43 m²,kerrostalo
680,ei sallittu,2015,ei luokiteltu,1030.00,3 huonetta,70840,1 030 €/kk,70 m²,kerrostalo
681,ei sallittu,2017,hyvä,2 kk vuokra,Yksiö,00210,885 €/kk,"25,5 m²",kerrostalo
682,ei tiedossa,2009,hyvä,750.00,3 huonetta,30100,750 €/kk,"65,5 m²",kerrostalo
683,ei tiedossa,1956,hyvä,2380.00,3 huonetta,00200,1 190 €/kk,63 m²,kerrostalo
684,ei tiedossa,1999,hyvä,1840.00,3 huonetta,04250,920 €/kk,"78,5 m²",kerrostalo
685,ei tiedossa,2004,hyvä,1680.00,Kaksio,02200,840 €/kk,44 m²,kerrostalo
686,ei sallittu,2017,hyvä,1600.00,Kaksio,37630,800 €/kk,"63,5 m²",omakotitalo
687,ei sallittu,1972,hyvä,784.00,Yksiö,28330,392 €/kk,34 m²,kerrostalo
688,ei sallittu,1967,ei luokiteltu,1190.00,3 huonetta,28370,595 €/kk,80 m²,kerrostalo
689,ei sallittu,1967,hyvä,1460.00,3 huonetta,28100,730 €/kk,98 m²,kerrostalo
690,ei sallittu,2017,hyvä,2kk,Kaksio,04220,750 €/kk,"44,5 m²",kerrostalo
691,ei sallittu,2010,hyvä,588.96,Kaksio,33470,"588,96 €/kk",49 m²,kerrostalo
692,ei sallittu,2007,hyvä,530,Kaksio,90230,530 €/kk,39 m²,kerrostalo
693,ei sallittu,1928,hyvä,1800 €,Yksiö,00510,900 €/kk,41 m²,kerrostalo
694,ei sallittu,2010,hyvä,Vakuustalletus 1450 €,Kaksio,03400,725 €/kk,"50,5 m²",kerrostalo
695,ei sallittu,1920,tyydyttävä,"1 250,00 e",Yksiö,33100,625 €/kk,29 m²,kerrostalo
696,ei sallittu,1974,hyvä,250 €,Kaksio,00750,1 032 €/kk,"58,5 m²",kerrostalo
697,ei sallittu,1980,hyvä,250 €,3 huonetta,00750,1 168 €/kk,81 m²,kerrostalo
698,ei sallittu,1942,hyvä,1kk+hlö tai 2kk,Yksiö,28100,335 €/kk,19 m²,kerrostalo
699,ei sallittu,2008,hyvä,"1 430,00 e",Kaksio,80200,715 €/kk,55 m²,kerrostalo
700,ei sallittu,1971,hyvä,2kk,Yksiö,33470,565 €/kk,37 m²,kerrostalo
701,ei sallittu,1971,hyvä,600.00,Kaksio,50120,600 €/kk,"56,5 m²",kerrostalo
702,ei sallittu,1971,hyvä,1870 €,3 huonetta,04250,895 €/kk,67 m²,kerrostalo
703,ei tiedossa,1962,hyvä,1280,3 huonetta,28130,640 €/kk,69 m²,kerrostalo
704,ei tiedossa,2016,hyvä,250,Kaksio,01150,697 €/kk,48 m²,kerrostalo
705,ei tiedossa,1982,hyvä,700,3 huonetta,33310,"726,42 €/kk",76 m²,kerrostalo
706,ei tiedossa,1973,hyvä,700,3 huonetta,33720,"813,19 €/kk","75,5 m²",kerrostalo
707,ei sallittu,1959,hyvä,1240€,Yksiö,01300,620 €/kk,26 m²,kerrostalo
708,ei sallittu,1985,ei luokiteltu,"428,47 €",Kaksio,86600,"428,47 €/kk",54 m²,rivitalo
709,ei sallittu,1998,ei luokiteltu,2 kk:n vuokraa tai vastiketta vastaava summa,4 huonetta,45100,945 €/kk,"88,5 m²",kerrostalo
710,ei sallittu,1998,ei luokiteltu,2 kk:n vuokraa tai vastiketta vastaava summa,4 huonetta,45100,904 €/kk,"84,5 m²",kerrostalo
711,ei sallittu,1998,ei luokiteltu,2 kk:n vuokraa tai vastiketta vastaava summa,4 huonetta,45100,895 €/kk,"84,5 m²",kerrostalo
712,ei sallittu,1979,ei luokiteltu,2 kk:n vuokraa vastaava summa,Kaksio,15610,"658,41 €/kk","59,5 m²",rivitalo
713,ei tiedossa,1962,hyvä,1140,Kaksio,28130,570 €/kk,69 m²,kerrostalo
714,ei sallittu,1970,hyvä,250 €,Kaksio,01350,767 €/kk,48 m²,kerrostalo
715,ei sallittu,1979,hyvä,250 €,Kaksio,01370,792 €/kk,60 m²,kerrostalo
716,ei sallittu,1975,hyvä,250 €,Kaksio,01280,886 €/kk,"59,5 m²",kerrostalo
717,ei sallittu,1988,hyvä,250 €,Kaksio,00700,907 €/kk,"39,5 m²",kerrostalo
718,ei sallittu,1970,hyvä,250 €,Kaksio,01350,863 €/kk,58 m²,kerrostalo
719,ei sallittu,1988,hyvä,250 €,3 huonetta,00700,1 230 €/kk,74 m²,kerrostalo
720,ei sallittu,1966,hyvä,"1300,00",3 huonetta,15210,650 €/kk,67 m²,kerrostalo
721,ei sallittu,1996,ei luokiteltu,"740,00",Kaksio,15140,740 €/kk,"56,5 m²",kerrostalo
722,ei tiedossa,1966,tyydyttävä,1400.00,3 huonetta,33310,700 €/kk,"74,1 m²",kerrostalo
723,ei tiedossa,1971,ei luokiteltu,700.00,Yksiö,24100,350 €/kk,31 m²,kerrostalo
724,ei tiedossa,1977,ei luokiteltu,1300.00,3 huonetta,24260,650 €/kk,"76,5 m²",kerrostalo
725,ei tiedossa,1965,hyvä,1590.00,Kaksio,00980,795 €/kk,47 m²,kerrostalo
726,ei sallittu,2001,hyvä,noin yhden kuukauden vuokra,3 huonetta,33580,"858,33 €/kk",74 m²,luhtitalo
727,ei sallittu,1998,hyvä,noin yhden kuukauden vuokra,3 huonetta,33400,"976,70 €/kk","74,5 m²",rivitalo
728,ei sallittu,1954,tyydyttävä,1400,4 huonetta,55100,700 €/kk,110 m²,omakotitalo
729,ei sallittu,1967,tyydyttävä,2000 €,3 huonetta,07230,1 000 €/kk,130 m²,omakotitalo
730,ei sallittu,1973,hyvä,290 €,Yksiö,94700,290 €/kk,"30,5 m²",kerrostalo
731,ei sallittu,2013,hyvä,1580 €,3 huonetta,33300,790 €/kk,69 m²,kerrostalo
732,ei sallittu,1972,hyvä,250 €,Kaksio,01200,852 €/kk,60 m²,kerrostalo
733,ei sallittu,2003,hyvä,250 €,3 huonetta,02230,1 204 €/kk,"66,5 m²",kerrostalo
734,ei sallittu,1972,hyvä,250 €,Kaksio,01620,847 €/kk,"57,5 m²",kerrostalo
735,ei sallittu,1996,hyvä,250 €,4 huonetta,01370,1 344 €/kk,90 m²,kerrostalo
736,ei sallittu,1975,hyvä,250 €,3 huonetta,70280,903 €/kk,80 m²,kerrostalo
737,ei sallittu,1998,hyvä,250 €,Kaksio,01640,900 €/kk,55 m²,kerrostalo
738,ei sallittu,2000,hyvä,250 €,Kaksio,01610,985 €/kk,54 m²,kerrostalo
739,ei sallittu,1971,hyvä,250 €,3 huonetta,01200,1 064 €/kk,79 m²,kerrostalo
740,ei sallittu,1972,hyvä,250 €,Kaksio,01620,798 €/kk,46 m²,kerrostalo
741,ei sallittu,1970,hyvä,250 €,3 huonetta,01350,1 039 €/kk,75 m²,kerrostalo
742,ei sallittu,1970,välttävä,"780,00 e",Yksiö,33900,390 €/kk,16 m²,kerrostalo
743,ei sallittu,1994,hyvä,720 €,3 huonetta,96440,720 €/kk,73 m²,kerrostalo
744,ei sallittu,2014,hyvä,3380€,4 huonetta,02450,1 690 €/kk,103 m²,paritalo
745,ei sallittu,2000,hyvä,1050 €,4 huonetta,13500,1 050 €/kk,"95,5 m²",rivitalo
746,ei sallittu,2017,hyvä,"1 kk, yritykseltä 3kk",Kaksio,05400,740 €/kk,48 m²,kerrostalo
747,ei sallittu,2017,hyvä,"1 kk, yritykseltä 3kk",Kaksio,05400,760 €/kk,50 m²,kerrostalo
748,ei sallittu,1974,hyvä,1080 €,Kaksio,20760,540 €/kk,41 m²,kerrostalo
749,ei tiedossa,1970,tyydyttävä,1280.00,Kaksio,48100,640 €/kk,64 m²,kerrostalo
750,ei tiedossa,1981,hyvä,1060.00,Kaksio,24100,530 €/kk,47 m²,kerrostalo
751,ei sallittu,2015,hyvä,1890 euroa,Kaksio,00940,945 €/kk,53 m²,kerrostalo
752,ei tiedossa,1924,hyvä,980.00,Kaksio,90100,980 €/kk,"81,2 m²",kerrostalo
753,ei tiedossa,1989,hyvä,2580.00,Kaksio,00180,1 290 €/kk,57 m²,kerrostalo
754,ei tiedossa,2017,hyvä,1390.00,Kaksio,33400,695 €/kk,"39,5 m²",kerrostalo
755,ei tiedossa,2017,hyvä,1420.00,Kaksio,33400,710 €/kk,"45,5 m²",kerrostalo
756,ei tiedossa,1992,hyvä,1420.00,Kaksio,65280,"429,24 €/kk","42,5 m²",kerrostalo
757,ei tiedossa,2002,hyvä,1420.00,Yksiö,65100,"530,25 €/kk",40 m²,kerrostalo
758,ei tiedossa,1988,hyvä,1420.00,Kaksio,65200,"498,89 €/kk","41,5 m²",kerrostalo
