POSTI_ALUE,NIMI,KUNTA
99560,Orakylä,758
99600,Sodankylä Keskus,758
99610,Siurunmaa,758
99620,Kelujärvi,758
99640,Tanhua,742
99645,Lokka,758
99650,Sattanen,758
99655,Sattasvaara,758
99660,Kersilö,758
99665,Moskuvaara,758
99670,Petkula,758
99690,Vuotso,758
99695,Tankavaara,758
99710,Vaalajärvi,758
99720,Riipi,758
99740,Syväjärvi,758
99750,Sassali,758
99760,Uimaniemi,758
99770,Jeesiö,758
99800,Ivalo,148
99830,Saariselkä,148
99860,Nellim,148
,,
,,
,,
99870,Inari Keskus-Lemmenjoki,148
99885,Lemmenjoki,148
99910,Kaamanen-Partakko,148
99930,Sevettijärvi-Näätämö,148
99940,Näätämö,148
,,
,,
99950,Karigasniemi,890
,,
,,
99980,Utsjoki Keskus,890
99990,Nuorgam,890
