"X","allow_pets","built_year","condition","deposit","number_of_rooms","postal_code","rent","renter","total_size","type"
7423,"ei sallittu",1976,"hyvä","1600 €","Yksiö",2750,"770 €/kk","Asuntoverstas Oy","38,5 m²","kerrostalo"
7424,"ei sallittu",2015,"hyvä","1kk/350€","Kaksio",1700,"847 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","45,5 m²","kerrostalo"
7427,"ei tiedossa",2017,"hyvä","2540.00","Kaksio",2320,"1 270 €/kk","Helsingin OPKK, Ullanlinna","69 m²","kerrostalo"
7428,"ei tiedossa",2017,"hyvä","3380.00","3 huonetta",2320,"1 690 €/kk","Helsingin OPKK, Töölö","84 m²","kerrostalo"
7429,"ei tiedossa",2017,"hyvä","4560.00","3 huonetta",2320,"2 280 €/kk","Helsingin OPKK, Ullanlinna","88,5 m²","kerrostalo"
7430,"ei tiedossa",2017,"hyvä","2760.00","Kaksio",2320,"1 380 €/kk","Helsingin OPKK, Ullanlinna","59,5 m²","kerrostalo"
7431,"ei tiedossa",2017,"hyvä","2980.00","3 huonetta",2320,"1 490 €/kk","Helsingin OPKK, Ullanlinna","77,5 m²","kerrostalo"
7446,"ei tiedossa",2017,"hyvä","6700.00","4 huonetta",2320,"3 350 €/kk","Helsingin OPKK, Ullanlinna","120 m²","kerrostalo"
7448,"ei tiedossa",2017,"hyvä","4560.00","3 huonetta",2320,"2 280 €/kk","Helsingin OPKK, Ullanlinna","92 m²","kerrostalo"
7449,"ei tiedossa",2017,"hyvä","4960.00","3 huonetta",2320,"2 480 €/kk","Helsingin OPKK, Ullanlinna","99 m²","kerrostalo"
7450,"ei tiedossa",2017,"hyvä","2180.00","Kaksio",2320,"1 090 €/kk","Helsingin OPKK, Ullanlinna","42 m²","kerrostalo"
7451,"ei tiedossa",2017,"hyvä","4680.00","3 huonetta",2320,"2 340 €/kk","Helsingin OPKK, Ullanlinna","87,5 m²","kerrostalo"
7452,"ei tiedossa",2017,"hyvä","2960.00","Kaksio",2320,"1 480 €/kk","Helsingin OPKK, Ullanlinna","59,5 m²","kerrostalo"
7453,"ei tiedossa",2017,"hyvä","2360.00","Kaksio",2320,"1 180 €/kk","Helsingin OPKK, Ullanlinna","48 m²","kerrostalo"
7454,"ei tiedossa",2017,"hyvä","3720.00","3 huonetta",2320,"1 860 €/kk","Helsingin OPKK, Ullanlinna","87,5 m²","kerrostalo"
7478,"ei sallittu",2015,"ei luokiteltu","920.00","Kaksio",410,"920 €/kk","Newsec Asset Management  Oy","50,5 m²","kerrostalo"
7483,"ei tiedossa",1988,"hyvä","2 kk vuokra","3 huonetta",2320,"910 €/kk","Nuori kirkko ry","75 m²","kerrostalo"
7493,"ei sallittu",1999,"hyvä","1kk","Kaksio",1510,"974 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","62,5 m²","kerrostalo"
7494,"ei tiedossa",1999,"hyvä","500 €","Kaksio",2600,"940 €/kk","Realia Asuntovuokraus (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","56 m²","kerrostalo"
7506,"ei sallittu",1970,"hyvä","2kk","Kaksio",2230,"850 €/kk","Taju Fan","61,5 m²","kerrostalo"
7519,"ei sallittu",1995,"hyvä","6200","5 +",620,"3 100 €/kk","Celine Oy Ab LKV AFM","200 m²","omakotitalo"
7524,"ei tiedossa",1988,"hyvä","720","5 +",2940,"2 200 €/kk","Habita Töölö / Etelä-Helsingin Habita Oy","180 m²","paritalo"
7540,"ei sallittu",1959,"hyvä","250 €","3 huonetta",350,"1 459 €/kk","Tyylikäs vuokra-asunto Etelä-Haagan Kultareunasta!","74 m²","kerrostalo"
7548,"ei sallittu",2014,"ei luokiteltu","350.00","Yksiö",1610,"733 €/kk","Newsec Asset Management  Oy","35 m²","kerrostalo"
7555,"ei sallittu",1971,"hyvä","250 €","Kaksio",2360,"865 €/kk","SATO Vuokraus / Helsinki","59 m²","kerrostalo"
7561,"ei tiedossa",1996,"hyvä","2980,00 ","4 huonetta",2260,"1 490 €/kk","Asokodit","92,5 m²","rivitalo"
7566,"ei sallittu",2012,"hyvä","2380 €","3 huonetta",2700,"1 140 €/kk","Lea Jakama Oy LKV [A]","59,5 m²","kerrostalo"
7573,"ei sallittu",2000,"ei luokiteltu","2 kk vuokraa vastaava summa","Kaksio",750,"917,13 €/kk","Keva","61,5 m²","kerrostalo"
7577,"ei sallittu",1929,"hyvä","1800 e","Yksiö",180,"880 €/kk","Karri Liintola LKV","19,5 m²","kerrostalo"
7579,"ei sallittu",1996,"hyvä","250 €","Kaksio",1510,"874 €/kk","Lumo-kotikeskus PKS","49,5 m²","kerrostalo"
7588,"ei sallittu",1973,"hyvä","2 kk:n vuokra","3 huonetta",2210,"1 000 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","77 m²","kerrostalo"
7590,"ei sallittu",1928,"hyvä","2kk","Kaksio",100,"1 350 €/kk","Parnassia Oy","72 m²","kerrostalo"
7592,"ei sallittu",1991,"hyvä","1320","3 huonetta",1400,"1057,20 €/kk","SATO Vuokraus / Helsinki","69,5 m²","kerrostalo"
7601,"ei sallittu",2017,"hyvä","690.00","Yksiö",2780,"690 €/kk","Ylinkerros Oy Haaga","30 m²","kerrostalo"
7602,"ei sallittu",2017,"hyvä","1380.00","Yksiö",2780,"690 €/kk","Ylinkerros Oy Haaga","27 m²","kerrostalo"
7603,"ei sallittu",2017,"hyvä","1380.00","Yksiö",2780,"690 €/kk","Ylinkerros Oy Haaga","30 m²","kerrostalo"
7614,"ei sallittu",1971,"hyvä","€","4 huonetta",1600,"1 435 €/kk","SATO Vuokraus / Helsinki","87,5 m²","kerrostalo"
7622,"ei sallittu",2010,"hyvä","1100 ","Kaksio",2650,"945 €/kk","SATO Vuokraus / Helsinki","48 m²","kerrostalo"
7623,"ei sallittu",2010,"hyvä","1kk vuokra tai 350€","Kaksio",2600,"916 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","45 m²","kerrostalo"
7631,"ei sallittu",1999,"ei luokiteltu","1kk vuokra","Kaksio",1510,"932 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","59 m²","kerrostalo"
7638,"ei sallittu",1973,"hyvä","250 €","3 huonetta",1280,"1 066 €/kk","Lumo-kotikeskus PKS","82 m²","kerrostalo"
7654,"ei sallittu",1941,"hyvä","500€","Kaksio",2200,"850 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","42 m²","kerrostalo"
7661,"ei tiedossa",2001,"hyvä","1800,00 ","5 +",760,"1 800 €/kk","Asokodit","113 m²","paritalo"
7709,"ei tiedossa",2007,"hyvä","250","Kaksio",1300,"1 100 €/kk","Habita Tikkurila / Vantaan Habita Oy","49,5 m²","kerrostalo"
7717,"ei tiedossa",1974,"hyvä","570 €","3 huonetta",1280,"1 100 €/kk","Habita Itäkeskus / Helsingin Habita Oy","76 m²","kerrostalo"
7728,"ei sallittu",1999,"hyvä","2kk","Yksiö",2750,"119 €/vko","Keijo Forsback","15 m²","omakotitalo"
7751,"ei sallittu",2017,"hyvä","1960 €","Yksiö",2700,"980 €/kk","Veritas Eläkevakuutus","41 m²","kerrostalo"
7752,"ei sallittu",2017,"hyvä","1 736 €","Yksiö",2700,"868 €/kk","Veritas Eläkevakuutus","28 m²","kerrostalo"
7758,"ei sallittu",2012,"hyvä","1 kuukauden vuokran suuruinen","Kaksio",990,"1 043 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","56,5 m²","kerrostalo"
7764,"ei sallittu",1968,"hyvä","0","Kaksio",970,"1 025 €/kk","SATO Vuokraus / Helsinki","55 m²","kerrostalo"
7765,"ei tiedossa",1927,"hyvä","2980 ","Kaksio",100,"1 490 €/kk","Kiinteistömaailma | Kamppi","69,5 m²","kerrostalo"
7766,"ei sallittu",2011,"hyvä","1030.00","Kaksio",2600,"1 030 €/kk","Ovenia","51 m²","kerrostalo"
7775,"ei sallittu",1954,"hyvä","1600 €","Kaksio",2750,"820 €/kk","Asuntoverstas Oy","43,5 m²","kerrostalo"
7777,"ei sallittu",2003,"hyvä","1380 €","Kaksio",910,"920 €/kk","SATO Vuokraus / Helsinki","44,5 m²","kerrostalo"
7784,"ei sallittu",1965,"hyvä","1380 €","3 huonetta",920,"1 170 €/kk","SATO Vuokraus / Helsinki","74,6 m²","kerrostalo"
7793,"ei sallittu",2002,"hyvä","1kk pankkitalletus sekä 1-2 henkilön omavelkainen","Kaksio",2610,"949 €/kk","SATO Vuokraus / Helsinki","57 m²","kerrostalo"
7794,"ei sallittu",1974,"hyvä","1kk pankkitalletus sekä 1-2 henkilön omavelkainen","Kaksio",2210,"915 €/kk","SATO Vuokraus / Helsinki","61,5 m²","kerrostalo"
7798,"ei sallittu",1924,"hyvä","2600.00","Kaksio",100,"1 300 €/kk","Kiinteistötoimisto Takio LKV [A]","62 m²","kerrostalo"
7834,"ei sallittu",1986,"hyvä","1580 €","Kaksio",1630,"790 €/kk","Sirpa","52 m²","rivitalo"
7837,"ei sallittu",2008,"hyvä","9000.00","5 +",930,"3 000 €/kk","West-House LKV [A]","186 m²","omakotitalo"
7839,"ei sallittu",2008,"hyvä","9000.00","5 +",930,"3 000 €/kk","West-House LKV [A]","186 m²","omakotitalo"
7848,"ei sallittu",2002,"hyvä","250 €","Kaksio",1300,"890 €/kk","SATO Vuokraus / Helsinki","46,5 m²","kerrostalo"
7849,"ei tiedossa",1960,"tyydyttävä","500","Yksiö",1610,"500 €/kk","Juha Kunttu","20 m²","omakotitalo"
7850,"ei tiedossa",1970,"tyydyttävä","850","Kaksio",1650,"850 €/kk","Juha Kunttu","59 m²","kerrostalo"
7851,"ei tiedossa",1970,"tyydyttävä","850","Kaksio",1650,"850 €/kk","Juha Kunttu","59 m²","kerrostalo"
7853,"ei sallittu",1961,"hyvä","2kk","Kaksio",910,"980 €/kk","SATO Vuokraus / Helsinki","56 m²","kerrostalo"
7854,"ei sallittu",1994,"hyvä","2kk","Kaksio",780,"995 €/kk","SATO Vuokraus / Helsinki","61 m²","kerrostalo"
7855,"ei sallittu",2001,"hyvä","2kk","3 huonetta",810,"1 598 €/kk","SATO Vuokraus / Helsinki","76 m²","kerrostalo"
7857,"ei sallittu",1962,"hyvä","800 €","Kaksio",300,"990 €/kk","SATO Vuokraus / Helsinki","40 m²","kerrostalo"
7860,"ei sallittu",2015,"hyvä","1kk/350€","Kaksio",1640,"919 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","53 m²","kerrostalo"
7871,"ei sallittu",1976,"hyvä","2 kk vuokra","Kaksio",1360,"790 €/kk","Liukkonen","49,5 m²","kerrostalo"
7907,"ei sallittu",1974,"tyydyttävä","1780.00","Kaksio",2230,"890 €/kk","Kiinteistötoimisto Takio LKV [A]","61,5 m²","kerrostalo"
7917,"ei sallittu",1974,"hyvä","250 €","Kaksio",2940,"808 €/kk","Lumo-kotikeskus PKS","49 m²","kerrostalo"
7922,"ei sallittu",1991,"hyvä","2kk","Kaksio",720,"995 €/kk","SATO Vuokraus / Helsinki","60 m²","kerrostalo"
7927,"ei sallittu",2002,"hyvä","250 €","Kaksio",1370,"979 €/kk","Lumo-kotikeskus PKS","55 m²","kerrostalo"
7929,"ei sallittu",1999,"hyvä","250 €","3 huonetta",1620,"1 150 €/kk","Lumo-kotikeskus PKS","65 m²","kerrostalo"
7930,"ei sallittu",2000,"hyvä","250 €","Kaksio",1300,"1 055 €/kk","Lumo-kotikeskus PKS","54 m²","kerrostalo"
7933,"ei tiedossa",1990,"hyvä","2 kk vuokra","5 +",2330,"2 250 €/kk","Jorma Kauppila","350 m²","erillistalo"
7938,"ei sallittu",2015,"ei luokiteltu","968.00","Kaksio",2620,"968 €/kk","Newsec Asset Management  Oy","49 m²","rivitalo"
7939,"ei sallittu",1975,"ei luokiteltu","801.00","Kaksio",1450,"801 €/kk","Newsec Asset Management  Oy","45 m²","kerrostalo"
7940,"ei sallittu",1972,"hyvä","250 €","Kaksio",1620,"984 €/kk","Lumo-kotikeskus PKS","55,5 m²","kerrostalo"
7948,"ei sallittu",2011,"hyvä","1kk","3 huonetta",1510,"1 252 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","75 m²","kerrostalo"
7957,"ei sallittu",1997,"hyvä","250 €","4 huonetta",340,"2 648 €/kk","Lumo-kotikeskus PKS","115 m²","rivitalo"
7961,"ei sallittu",1997,"hyvä","250 €","4 huonetta",340,"2 873 €/kk","Lumo-kotikeskus PKS","126 m²","rivitalo"
7963,"ei sallittu",2014,"ei luokiteltu","2468.00","3 huonetta",1350,"1 234 €/kk","Newsec Asset Management  Oy","73,5 m²","kerrostalo"
7969,"ei sallittu",1991,"hyvä","610,00 e 1kk+laaja kotivakuutus","3 huonetta",980,"1 340 €/kk","SATO Vuokraus / Helsinki","76 m²","kerrostalo"
7982,"ei sallittu",1989,"hyvä","2690 €","Kaksio",170,"1 345 €/kk","TopReal LKV Oy","43 m²","kerrostalo"
7983,"ei sallittu",1932,"hyvä","1780","Kaksio",170,"1 390 €/kk","Lilian Snellman","62 m²","kerrostalo"
7985,"ei sallittu",2017,"ei luokiteltu","775.00","Yksiö",1700,"775 €/kk","Newsec Asset Management  Oy","36 m²","kerrostalo"
7987,"ei sallittu",1912,"hyvä","Kahden kuukauden vuokraa vastaava määrä.","5 +",130,"4 900 €/kk","RE/MAX Casa Alto | Casa Alto Oy LKV","232 m²","kerrostalo"
7994,"ei sallittu",2000,"hyvä","487.50","Kaksio",990,"1 100 €/kk","SATO Vuokraus / Helsinki","51 m²","kerrostalo"
7997,"ei sallittu",1963,"hyvä","700.00","Kaksio",350,"949 €/kk","SATO Vuokraus / Helsinki","39 m²","kerrostalo"
8002,"ei sallittu",2012,"hyvä","1kk tai 350€","Kaksio",2680,"899 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","54 m²","kerrostalo"
8020,"ei sallittu",1969,"hyvä","250 €","Kaksio",2360,"1 056 €/kk","Lumo-kotikeskus PKS","63 m²","kerrostalo"
8031,"ei sallittu",2017,"ei luokiteltu","995.00","3 huonetta",1700,"995 €/kk","Newsec Asset Management  Oy","59,5 m²","kerrostalo"
8032,"ei sallittu",2017,"ei luokiteltu","995.00","3 huonetta",1700,"995 €/kk","Newsec Asset Management  Oy","59,5 m²","kerrostalo"
8033,"ei sallittu",2017,"ei luokiteltu","745.00","Yksiö",1700,"745 €/kk","Newsec Asset Management  Oy","34,5 m²","kerrostalo"
8041,"ei sallittu",1971,"hyvä","250 €","4 huonetta",2140,"1 269 €/kk","SATO Vuokraus / Helsinki","90,5 m²","kerrostalo"
8044,"ei sallittu",2015,"ei luokiteltu","920.00","Kaksio",410,"920 €/kk","Newsec Asset Management  Oy","56,5 m²","kerrostalo"
8056,"ei sallittu",1983,"hyvä","sopimuksen mukaan","3 huonetta",1200,"1 200 €/kk","Elena","78,5 m²","kerrostalo"
8061,"ei sallittu",1965,"hyvä","2 kk rahavakuus","Kaksio",330,"1 230 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","62 m²","kerrostalo"
8062,"ei sallittu",1978,"hyvä","1kk","Kaksio",2130,"1 095 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","58 m²","kerrostalo"
8108,"ei tiedossa",2008,"hyvä","1130.89","Kaksio",2330,"1130,89 €/kk","Asuntosäätiö","60,5 m²","kerrostalo"
8155,"ei sallittu",1959,"hyvä","2 kk vuokra","Yksiö",350,"985 €/kk","SATO Vuokraus / Helsinki","36 m²","kerrostalo"
8157,"ei sallittu",1928,"hyvä","1 kk vuokra","Yksiö",100,"1 050 €/kk","H. Saarinen","39 m²","kerrostalo"
8171,"ei sallittu",1996,"hyvä","1160 ","Kaksio",2600,"1 045 €/kk","SATO Vuokraus / Helsinki","59 m²","kerrostalo"
8187,"ei tiedossa",2012,"hyvä","1780.00","Kaksio",400,"890 €/kk","Vuokraturva Oy LKV [A]","51 m²","kerrostalo"
8188,"ei tiedossa",2017,"hyvä","1700","Yksiö",1300,"850 €/kk","Merima Oy","30 m²","kerrostalo"
8193,"ei sallittu",1960,"hyvä","250 €","Kaksio",360,"998 €/kk","SATO Vuokraus / Helsinki","43 m²","kerrostalo"
8199,"ei sallittu",1978,"hyvä","830 €","3 huonetta",370,"1 300 €/kk","Anu Tirkkonen","78 m²","kerrostalo"
8202,"ei sallittu",2003,"ei luokiteltu","938,00","3 huonetta",2750,"938 €/kk","Nuorisosäätiö","67 m²","kerrostalo"
8217,"ei sallittu",1957,"hyvä","250","Yksiö",250,"959 €/kk","SATO Vuokraus / Helsinki","34,5 m²","kerrostalo"
8218,"ei sallittu",2010,"hyvä","1kk vuokra","3 huonetta",1300,"1 445 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","86,5 m²","kerrostalo"
8219,"ei sallittu",1999,"hyvä","1kk vuokra","3 huonetta",1510,"1 158 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","74,5 m²","kerrostalo"
8230,"ei sallittu",1978,"hyvä","2300.00","3 huonetta",2340,"1 150 €/kk","Prime House Oy LKV","80,5 m²","paritalo"
8232,"ei sallittu",2015,"ei luokiteltu","995.00","Kaksio",410,"995 €/kk","Newsec Asset Management  Oy","59 m²","kerrostalo"
8233,"ei sallittu",2015,"ei luokiteltu","981.00","Kaksio",410,"981 €/kk","Newsec Asset Management  Oy","59 m²","kerrostalo"
8246,"ei sallittu",2003,"hyvä","612.00","Kaksio",1520,"980 €/kk","SATO Vuokraus / Helsinki","55 m²","kerrostalo"
8251,"ei sallittu",1962,"hyvä","350.00","Kaksio",300,"999 €/kk","SATO Vuokraus / Helsinki","57 m²","kerrostalo"
8255,"ei sallittu",1964,"hyvä","2kk vuokraa vastaava määrä","Kaksio",370,"929 €/kk","SATO Vuokraus / Helsinki","50 m²","kerrostalo"
8258,"ei sallittu",2011,"hyvä","1205.00","Kaksio",2600,"1 205 €/kk","Ovenia","50,5 m²","kerrostalo"
8260,"ei sallittu",2007,"hyvä","2320 €","3 huonetta",2330,"1 160 €/kk","Ambiance LKV","75 m²","kerrostalo"
8271,"ei tiedossa",2011,"hyvä","250 ","Kaksio",370,"998 €/kk","Kiinteistömaailma | Hki-Länsi, Munkkiniemi, Amuletti Asunnot Oy","46,5 m²","kerrostalo"
8287,"ei tiedossa",1998,"hyvä","3240,00 ","4 huonetta",1380,"1 620 €/kk","Asokodit","107 m²","rivitalo"
8307,"ei sallittu",1971,"hyvä","250 €","Kaksio",1280,"996 €/kk","Lumo-kotikeskus PKS","59 m²","kerrostalo"
8312,"ei sallittu",2005,"hyvä","2 kuukautta","Yksiö",420,"772 €/kk","Kantsu","32,5 m²","kerrostalo"
8314,"ei sallittu",1977,"hyvä","3600.00","4 huonetta",2170,"1 800 €/kk","West-House LKV [A]","105,5 m²","rivitalo"
8354,"ei sallittu",1964,"hyvä","674,10","Kaksio",370,"939 €/kk","SATO Vuokraus / Helsinki","50 m²","kerrostalo"
8366,"ei sallittu",2015,"ei luokiteltu","870.00","Yksiö",990,"870 €/kk","Newsec Asset Management  Oy","43,5 m²","kerrostalo"
8370,"ei sallittu",1980,"hyvä","250 €","Kaksio",160,"1 590 €/kk","Lumo-kotikeskus PKS","63,5 m²","kerrostalo"
8375,"ei sallittu",2000,"hyvä","250 €","Kaksio",2750,"985 €/kk","Lumo-kotikeskus PKS","51 m²","kerrostalo"
8376,"ei sallittu",1966,"hyvä","1kk vuokra","3 huonetta",2170,"1 190 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","69 m²","kerrostalo"
8385,"ei tiedossa",1996,"hyvä","3520,00 ","5 +",1600,"1 760 €/kk","Asokodit","117,5 m²","kerrostalo"
8386,"ei sallittu",2015,"ei luokiteltu","880.00","Yksiö",990,"880 €/kk","Newsec Asset Management  Oy","49 m²","kerrostalo"
8387,"ei sallittu",2016,"hyvä","8000.00","4 huonetta",180,"4 000 €/kk","CRISTAL Asunnot Oy LKV","91,5 m²","kerrostalo"
8396,"ei sallittu",1995,"hyvä","850.00","Kaksio",980,"1 100 €/kk","SATO Vuokraus / Helsinki","59,5 m²","kerrostalo"
8402,"ei sallittu",1995,"ei luokiteltu","3500 €","5 +",2200,"1 650 €/kk","Wälitysliike J&J Oy LKV","192 m²","omakotitalo"
8404,"ei sallittu",1966,"ei luokiteltu","849.00","Kaksio",2770,"849 €/kk","Newsec Asset Management  Oy","56 m²","kerrostalo"
8405,"ei sallittu",1979,"hyvä","895.45","3 huonetta",1480,"895,45 €/kk","Ovenia","82,5 m²","kerrostalo"
8406,"ei tiedossa",1979,"hyvä","1 kk vuokran suuruinen","Kaksio",100,"1 750 €/kk","Realia Asuntovuokraus (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","52 m²","kerrostalo"
8407,"ei sallittu",2014,"hyvä","1kk, yrityksille 3kk","Kaksio",2320,"1 170 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","62 m²","kerrostalo"
8408,"ei sallittu",1966,"hyvä","1kk","3 huonetta",2170,"1 350 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","83,5 m²","kerrostalo"
8410,"ei sallittu",2012,"hyvä","1kk pankkitalletus sekä 2kk henkilötakaus","Kaksio",380,"1 199 €/kk","SATO Vuokraus / Helsinki","60,5 m²","kerrostalo"
8435,"ei sallittu",1962,"hyvä","2kk","Kaksio",200,"950 €/kk","säde vaara","40 m²","kerrostalo"
8437,"ei sallittu",1985,"hyvä","1kk","3 huonetta",2130,"1 480 €/kk","Heli Änkö","108 m²","paritalo"
8453,"ei sallittu",1983,"hyvä","1480 eur, hlötakaus ei käy","3 huonetta",940,"1 175 €/kk","SATO Vuokraus / Helsinki","73 m²","kerrostalo"
8464,"ei sallittu",1965,"hyvä","300 €","Kaksio",960,"950 €/kk","SATO Vuokraus / Helsinki","53,5 m²","kerrostalo"
8466,"ei sallittu",1976,"hyvä","1780.00","Kaksio",2210,"890 €/kk","Rakennusliike Hausia Oy","39 m²","kerrostalo"
8467,"ei sallittu",1976,"hyvä","1660.00","Kaksio",2210,"830 €/kk","Rakennusliike Hausia Oy","39 m²","kerrostalo"
8468,"ei sallittu",1976,"hyvä","1820.00","Kaksio",2210,"910 €/kk","Rakennusliike Hausia Oy","40 m²","kerrostalo"
8469,"ei sallittu",1976,"hyvä","1860.00","Kaksio",2210,"930 €/kk","Rakennusliike Hausia Oy","40 m²","kerrostalo"
8470,"ei sallittu",1976,"hyvä","1840.00","Kaksio",2210,"920 €/kk","Rakennusliike Hausia Oy","39 m²","kerrostalo"
8472,"ei sallittu",2015,"hyvä","2400.00","Kaksio",2100,"1 200 €/kk","Kiinteistötoimisto Takio LKV [A]","58,5 m²","kerrostalo"
8474,"ei tiedossa",2017,"hyvä","250","4 huonetta",430,"1 376 €/kk","Avain Asunnot","85 m²","kerrostalo"
8475,"ei tiedossa",2017,"hyvä","250","3 huonetta",430,"1186,80 €/kk","Avain Asunnot","73 m²","kerrostalo"
8476,"ei tiedossa",2017,"hyvä","250","Kaksio",430,"910 €/kk","Avain Asunnot","42 m²","kerrostalo"
8477,"ei tiedossa",2017,"hyvä","250","3 huonetta",430,"1178,20 €/kk","Avain Asunnot","70,5 m²","kerrostalo"
8479,"ei tiedossa",2017,"hyvä","250","Kaksio",430,"870 €/kk","Avain Asunnot","42 m²","kerrostalo"
8480,"ei tiedossa",2017,"hyvä","250","Kaksio",430,"906 €/kk","Avain Asunnot","55 m²","kerrostalo"
8481,"ei tiedossa",2017,"hyvä","250","Kaksio",430,"890 €/kk","Avain Asunnot","42 m²","kerrostalo"
8482,"ei tiedossa",2017,"hyvä","250","4 huonetta",430,"1393,20 €/kk","Avain Asunnot","86 m²","kerrostalo"
8483,"ei tiedossa",2017,"hyvä","250","Kaksio",430,"890 €/kk","Avain Asunnot","42 m²","kerrostalo"
8484,"ei tiedossa",2017,"hyvä","250","3 huonetta",430,"1152,40 €/kk","Avain Asunnot","70 m²","kerrostalo"
8489,"ei sallittu",1952,"hyvä","4400.00","5 +",2270,"2 200 €/kk","CRISTAL Asunnot Oy LKV","200 m²","erillistalo"
8505,"ei sallittu",1999,"ei luokiteltu","1500 €","Kaksio",2200,"750 €/kk","Wälitysliike J&J Oy LKV","33 m²","omakotitalo"
8506,"ei tiedossa",1953,"hyvä","3580 ","5 +",2660,"1 600 €/kk","Kiinteistömaailma Espoo Center | Keski-Espoon Asunnot Oy","125 m²","erillistalo"
8511,"ei sallittu",1960,"hyvä","250","3 huonetta",360,"1 299 €/kk","SATO Vuokraus / Helsinki","63 m²","kerrostalo"
8514,"ei sallittu",1995,"hyvä","2200","Yksiö",180,"1 100 €/kk","Celine Oy Ab LKV AFM","27,5 m²","kerrostalo"
8520,"ei sallittu",2015,"hyvä","1kk vuokra tai 350€","Kaksio",1640,"996 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","53 m²","kerrostalo"
8522,"ei sallittu",1998,"hyvä","1640.00","Kaksio",1300,"1 034 €/kk","SATO Vuokraus / Helsinki","51,5 m²","kerrostalo"
8528,"ei sallittu",2016,"hyvä","1kk vuokra","3 huonetta",1610,"1 140 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","66 m²","kerrostalo"
8529,"ei sallittu",1965,"hyvä","2 kk rahavakuus","3 huonetta",330,"1 433 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","74,2 m²","kerrostalo"
8544,"ei sallittu",1997,"hyvä","540.40","3 huonetta",810,"1 170 €/kk","SATO Vuokraus / Helsinki","75,5 m²","kerrostalo"
8559,"ei sallittu",1960,"hyvä","1580","Yksiö",200,"820 €/kk","Marko Vänskä","35 m²","kerrostalo"
8569,"ei tiedossa",1997,"hyvä","3300,00 ","5 +",2660,"1 650 €/kk","Asokodit","105,5 m²","rivitalo"
8570,"ei tiedossa",2002,"hyvä","870","Kaksio",2750,"870 €/kk","Asuntosäätiö","58,5 m²","kerrostalo"
8580,"ei sallittu",1971,"hyvä","1kk:n vuokran suuruinen","Kaksio",2360,"855 €/kk","SATO Vuokraus / Helsinki","50,5 m²","kerrostalo"
8581,"ei sallittu",1963,"hyvä","kaksi kuukautta","Kaksio",2110,"1 200 €/kk","T Räsänen","68 m²","kerrostalo"
8588,"ei sallittu",1941,"hyvä","500€","Kaksio",2200,"890 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","50 m²","kerrostalo"
8595,"ei sallittu",1982,"hyvä","1000-2600 euros","4 huonetta",160,"2 600 €/kk","Mr J. Jyränki","97 m²","kerrostalo"
8598,"ei sallittu",2013,"hyvä","2 kk rahavakuus","4 huonetta",540,"2 100 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","106 m²","kerrostalo"
8604,"ei sallittu",1964,"hyvä","1 kk","Kaksio",900,"1 060 €/kk","SATO Vuokraus / Helsinki","58,6 m²","kerrostalo"
8609,"ei sallittu",1931,"hyvä","2kk","Yksiö",150,"1 200 €/kk","Wright M.","27 m²","kerrostalo"
8623,"ei sallittu",1957,"hyvä","835.00","Yksiö",250,"999 €/kk","SATO Vuokraus / Helsinki","38 m²","kerrostalo"
